adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,revenue,production_companies,budget
False,"[18, 80]",278,en,The Shawshank Redemption,136.776,1994-09-23,The Shawshank Redemption,8.704,25822,28341469.0,['Castle Rock Entertainment'],25000000.0
False,"[18, 80]",238,en,The Godfather,107.889,1972-03-14,The Godfather,8.695,19602,245066411.0,"['Paramount', 'Alfran Productions']",6000000.0
False,"[18, 80]",240,en,The Godfather Part II,71.355,1974-12-20,The Godfather Part II,8.576,11849,102600000.0,"['Paramount', 'The Coppola Company']",13000000.0
False,"[18, 36, 10752]",424,en,Schindler's List,79.614,1993-12-15,Schindler's List,8.566,15229,321365567.0,['Amblin Entertainment'],22000000.0
False,"[16, 10751, 14]",129,ja,千と千尋の神隠し,120.883,2001-07-20,Spirited Away,8.541,15705,274925095.0,['Studio Ghibli'],19000000.0
False,[18],389,en,12 Angry Men,54.653,1957-04-10,12 Angry Men,8.54,8131,1000000.0,"['United Artists', 'Orion-Nova Productions']",350000.0
False,"[35, 18, 10749]",19404,hi,दिलवाले दुल्हनिया ले जायेंगे,36.258,1995-10-20,Dilwale Dulhania Le Jayenge,8.533,4357,100000000.0,['Yash Raj Films'],13200000.0
False,"[18, 28, 80, 53]",155,en,The Dark Knight,86.553,2008-07-16,The Dark Knight,8.515,31644,1004558444.0,"['DC Comics', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",185000000.0
False,"[35, 53, 18]",496243,ko,기생충,90.251,2019-05-30,Parasite,8.511,17301,257591776.0,['Barunson E&A'],11363000.0
False,"[14, 18, 80]",497,en,The Green Mile,86.473,1999-12-10,The Green Mile,8.507,16629,286801374.0,"['Warner Bros. Pictures', 'Universal Pictures', 'Castle Rock Entertainment', 'Darkwoods Productions']",60000000.0
False,"[16, 10749, 18]",372058,ja,君の名は。,83.851,2016-08-26,Your Name.,8.498,10845,358000000.0,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment']",0.0
False,"[53, 80]",680,en,Pulp Fiction,108.788,1994-09-10,Pulp Fiction,8.489,26810,213900000.0,"['Miramax', 'A Band Apart', 'Jersey Films']",8500000.0
False,"[12, 14, 28]",122,en,The Lord of the Rings: The Return of the King,118.371,2003-12-01,The Lord of the Rings: The Return of the King,8.478,23174,1118888979.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",94000000.0
False,"[35, 18, 10749]",13,en,Forrest Gump,122.359,1994-06-23,Forrest Gump,8.476,26350,677387716.0,"['Paramount', 'The Steve Tisch Company', 'Wendy Finerman Productions']",55000000.0
False,[37],429,it,"Il buono, il brutto, il cattivo",85.664,1966-12-22,"The Good, the Bad and the Ugly",8.468,8147,38900000.0,"['United Artists', 'PEA', 'Arturo González Producciones Cinematográficas', 'Constantin Film']",1200000.0
False,"[18, 80]",769,en,GoodFellas,60.325,1990-09-12,GoodFellas,8.466,12251,46800000.0,['Winkler Films'],25000000.0
False,"[16, 18, 10752]",12477,ja,火垂るの墓,0.6,1988-04-16,Grave of the Fireflies,8.463,5162,516962.0,['Studio Ghibli'],3700000.0
False,"[18, 10749]",11216,it,Nuovo Cinema Paradiso,35.524,1988-11-17,Cinema Paradiso,8.456,4151,11990401.0,"['RAI', 'Tre Forum', 'Les Films Ariane', 'TF1 Films Production']",5000000.0
False,"[35, 18]",637,it,La vita è bella,49.828,1997-12-20,Life Is Beautiful,8.453,12631,230098753.0,"['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']",20000000.0
False,"[28, 18]",346,ja,七人の侍,37.904,1954-04-26,Seven Samurai,8.453,3436,346300.0,['TOHO'],2000000.0
False,"[10749, 16]",372754,ja,同級生,15.945,2016-02-20,Dou kyu sei – Classmates,8.445,346,0.0,"['A-1 Pictures', 'Aniplex']",0.0
False,"[28, 12, 16, 18]",704264,en,Primal: Tales of Savagery,16.806,2019-11-21,Primal: Tales of Savagery,8.441,300,0.0,"['Cartoon Network Studios', 'Williams Street']",0.0
False,[18],550,en,Fight Club,91.499,1999-10-15,Fight Club,8.441,28229,100853753.0,"['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",63000000.0
False,"[27, 53, 9648]",539,en,Psycho,49.705,1960-06-22,Psycho,8.435,9633,32000000.0,['Shamley Productions'],806947.0
False,"[18, 80]",598,pt,Cidade de Deus,57.784,2002-08-30,City of God,8.433,6985,30641770.0,"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Lei do Audiovisual Ministério da Cultura Audiovisual']",3300000.0
False,"[12, 18, 878]",157336,en,Interstellar,151.226,2014-11-05,Interstellar,8.4,33917,701729206.0,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",165000000.0
False,[18],1058694,en,Radical,71.867,2023-10-19,Radical,8.43,330,21066351.0,"['3Pas Studios', 'Epic', 'The Lift', 'ViX', 'Videocine', 'Pantelion Films', 'Participant']",10000000.0
False,"[10749, 18]",696374,en,Gabriel's Inferno,9.799,2020-05-29,Gabriel's Inferno,8.428,2389,0.0,['PassionFlix'],0.0
False,"[10751, 18]",667257,es,Cosas imposibles,11.643,2021-06-17,Impossible Things,8.427,368,0.0,"['Agencia SHA', 'Alebrije Producciones', 'Videocine']",0.0
False,"[18, 80]",311,en,Once Upon a Time in America,48.053,1984-05-23,Once Upon a Time in America,8.426,5108,5500000.0,"['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'PSO', 'Warner Bros. Pictures']",30000000.0
False,[10402],568332,en,Taylor Swift: Reputation Stadium Tour,18.197,2018-12-31,Taylor Swift: Reputation Stadium Tour,8.423,355,0.0,"['Den of Thieves', 'Taylor Swift Productions']",0.0
False,[18],510,en,One Flew Over the Cuckoo's Nest,45.286,1975-11-19,One Flew Over the Cuckoo's Nest,8.423,10004,108981275.0,"['Fantasy Films', 'United Artists']",3000000.0
False,"[10749, 18]",724089,en,Gabriel's Inferno: Part II,5.678,2020-07-31,Gabriel's Inferno: Part II,8.412,1498,0.0,['PassionFlix'],0.0
False,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,123.27,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.411,24106,871368364.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",93000000.0
False,"[14, 16, 12]",4935,ja,ハウルの動く城,105.957,2004-09-09,Howl's Moving Castle,8.409,9302,236049757.0,"['Studio Ghibli', 'dentsu Music And Entertainment', 'Mitsubishi', 'Nippon Television Network Corporation', 'TFC', 'Tokuma Shoten', 'd-rights']",24000000.0
False,"[16, 28, 12, 878]",324857,en,Spider-Man: Into the Spider-Verse,114.361,2018-12-06,Spider-Man: Into the Spider-Verse,8.4,14821,384298736.0,"['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Arad Productions']",90000000.0
False,[18],255709,ko,소원,23.646,2013-10-02,Hope,8.404,637,0.0,"['Lotte Entertainment', 'Film Momentum', 'Michigan Venture Capital']",0.0
False,"[878, 12]",693134,en,Dune: Part Two,736.807,2024-02-27,Dune: Part Two,8.397,2002,509672149.0,['Legendary Pictures'],190000000.0
False,"[35, 18, 14]",40096,pt,O Auto da Compadecida,14.104,2000-09-15,A Dog's Will,8.397,1050,4903192.0,"['Lereby Produções', 'Globo Filmes']",0.0
False,"[10749, 18]",761053,en,Gabriel's Inferno: Part III,23.773,2020-11-19,Gabriel's Inferno: Part III,8.395,1042,0.0,['PassionFlix'],0.0
False,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,106.607,2002-12-18,The Lord of the Rings: The Two Towers,8.393,20953,926287400.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",79000000.0
False,"[12, 28, 878]",1891,en,The Empire Strikes Back,42.061,1980-05-20,The Empire Strikes Back,8.4,16288,538400000.0,['Lucasfilm Ltd.'],18000000.0
False,"[16, 14, 28]",620249,zh,罗小黑战记,25.717,2019-08-27,The Legend of Hei,8.389,330,48045728.0,"['MTJJ', 'Beijing Guangying Gongchang Wenhua Chuanbo', 'Dream Castle', 'Heyi Capital', 'Beijing Hanmu Chunhua Animation Technology', 'Beijing Jiyin Yinghua']",0.0
False,"[16, 18]",378064,ja,映画 聲の形,52.769,2016-09-17,A Silent Voice: The Movie,8.4,3739,30200000.0,"['Kyoto Animation', 'ABC Animation', 'Kodansha', 'Pony Canyon', 'Quaras', 'Shochiku']",0.0
False,"[18, 10402]",244786,en,Whiplash,127.657,2014-10-10,Whiplash,8.383,14453,13092000.0,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",3300000.0
False,"[18, 10752]",423,en,The Pianist,58.672,2002-09-17,The Pianist,8.381,8747,192700000.0,"['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",35000000.0
False,[10402],1160164,en,TAYLOR SWIFT | THE ERAS TOUR,71.893,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.38,303,261656269.0,"['Taylor Swift Productions', 'Silent House Productions']",15000000.0
False,"[16, 28, 12, 878]",569094,en,Spider-Man: Across the Spider-Verse,208.932,2023-05-31,Spider-Man: Across the Spider-Verse,8.376,6007,690615475.0,"['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions', 'Marvel Entertainment']",100000000.0
False,"[28, 18, 36]",14537,ja,切腹,19.597,1962-09-15,Harakiri,8.377,906,0.0,['Shochiku'],0.0
False,"[80, 9648, 53]",807,en,Se7en,92.488,1995-09-22,Se7en,8.371,20131,327311859.0,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",33000000.0
False,"[28, 878, 12]",27205,en,Inception,147.84,2010-07-15,Inception,8.367,35429,825532764.0,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']",160000000.0
False,"[16, 35, 10749]",820067,ja,映画 五等分の花嫁,38.663,2022-05-20,The Quintessential Quintuplets Movie,8.4,354,17288993.0,"['Pony Canyon', 'Nichion', 'Bibury Animation Studios', 'BS11', 'GYAO', 'Kodansha', 'Good Smile Film', 'Bushiroad', 'MAGNET', 'TBS']",0.0
False,"[53, 9648]",567,en,Rear Window,32.915,1954-08-01,Rear Window,8.4,6178,37034514.0,"['Paramount', 'Patron Inc.']",1000000.0
False,"[80, 18, 53]",274,en,The Silence of the Lambs,18.979,1991-02-14,The Silence of the Lambs,8.347,15601,272742922.0,"['Orion Pictures', 'Strong Heart', 'Clinica Estetico', 'A Luta Continua']",19000000.0
False,[18],73,en,American History X,38.094,1998-07-01,American History X,8.346,11106,23900000.0,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",20000000.0
False,"[12, 14, 16]",128,ja,もののけ姫,55.752,1997-07-12,Princess Mononoke,8.339,7593,169000000.0,"['Studio Ghibli', 'Nibariki', 'dentsu Music And Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']",23500000.0
False,"[10749, 16, 14]",92321,ja,蛍火の杜へ,0.6,2011-09-17,Hotarubi no Mori e,8.333,1045,0.0,"[""Brain's Base""]",0.0
False,"[35, 10752]",914,en,The Great Dictator,28.096,1940-10-15,The Great Dictator,8.3,3177,11000000.0,"['Roy Export Company Establishment', 'United Artists', 'Charles Chaplin Productions']",2000000.0
False,"[18, 35]",644479,es,Dedicada A Mi Ex,10.976,2019-11-01,Dedicated to my ex,8.32,494,1315376.0,"['Touché Films', 'Dynamo']",0.0
False,"[12, 35, 878]",105,en,Back to the Future,73.105,1985-07-03,Back to the Future,8.317,19109,381109762.0,"['Universal Pictures', 'Amblin Entertainment']",19000000.0
False,"[16, 878, 28, 18]",18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,75.404,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.3,1472,19000000.0,"['GAINAX', 'movic', 'Star Child Recording', 'TV Tokyo', 'Production I.G', 'KADOKAWA Shoten', 'Toei Company', 'SEGA']",0.0
False,[18],599,en,Sunset Boulevard,27.908,1950-08-10,Sunset Boulevard,8.316,2432,5000000.0,['Paramount'],1752000.0
False,[18],207,en,Dead Poets Society,43.735,1989-06-02,Dead Poets Society,8.314,10705,235900000.0,"['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Witt/Thomas Productions']",16400000.0
False,"[16, 10751, 14, 35]",1139087,en,Once Upon a Studio,53.708,2023-09-24,Once Upon a Studio,8.313,313,0.0,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",0.0
False,"[80, 18, 28]",101,en,Léon: The Professional,66.182,1994-09-14,Léon: The Professional,8.311,14173,45284974.0,"['Gaumont', 'Les Films du Dauphin', 'Columbia Pictures']",16000000.0
False,[18],3782,ja,生きる,20.284,1952-10-09,Ikiru,8.301,1039,55240.0,['TOHO'],0.0
False,"[16, 53]",10494,ja,PERFECT BLUE,50.279,1998-02-28,Perfect Blue,8.3,2368,112536.0,"['Madhouse', 'Rex Entertainment', 'Kotobuki Seihan Printing', 'Asahi Broadcasting Corporation', 'Fangs Co.']",830000.0
False,"[18, 80, 53]",12493,ja,天国と地獄,31.06,1963-03-01,High and Low,8.299,810,0.0,"['TOHO', 'Kurosawa Production']",250000.0
False,"[35, 18]",3082,en,Modern Times,27.735,1936-02-05,Modern Times,8.294,3529,1800000.0,"['Charles Chaplin Productions', 'United Artists']",1500000.0
False,"[18, 37]",335,it,C'era una volta il West,47.124,1968-12-21,Once Upon a Time in the West,8.3,4088,5380118.0,"['Paramount', 'Rafran Cinematografica', 'San Marco']",5000000.0
False,"[35, 10749, 18]",901,en,City Lights,26.554,1931-02-01,City Lights,8.287,2048,4250000.0,"['Charles Chaplin Productions', 'United Artists']",1500000.0
False,"[18, 10752]",28,en,Apocalypse Now,46.177,1979-08-15,Apocalypse Now,8.284,7807,150000000.0,"['United Artists', 'American Zoetrope', 'Coppola Cinema 7']",31500000.0
False,"[16, 18, 10749]",652837,ja,ジョゼと虎と魚たち,34.392,2020-12-25,"Josee, the Tiger and the Fish",8.282,417,0.0,"['BONES', 'KADOKAWA', 'Shochiku', 'East Japan Marketing & Communications', ""TOY'S FACTORY"", 'KDDI', 'Movie Walker', 'TBS Radio', 'Sonilude']",0.0
False,"[18, 35]",77338,fr,Intouchables,53.103,2011-11-02,The Intouchables,8.28,16639,426600000.0,"['Gaumont', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1', 'Canal+', 'TF1 Films Production']",13000000.0
False,"[18, 53, 80]",29259,fr,Le Trou,16.22,1960-03-18,Le Trou,8.3,431,33187.0,"['Titanus', 'Filmsonor', 'Play Art']",0.0
False,"[18, 53]",16672,ja,砂の女,38.401,1964-02-15,Woman in the Dunes,8.28,382,0.0,['Teshigahara Productions'],0.0
False,"[35, 18]",1026227,it,C'è ancora domani,17.06,2023-10-26,There's Still Tomorrow,8.3,687,38825277.0,"['Wildside', 'Vision Distribution', 'Sky Studios']",9000000.0
False,"[18, 10749]",447362,en,Life in a Year,50.329,2020-11-27,Life in a Year,8.3,1735,0.0,"['Columbia Pictures', 'Overbrook Entertainment']",0.0
False,"[16, 10751, 12, 14]",995133,en,"The Boy, the Mole, the Fox and the Horse",46.788,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.277,482,0.0,"['NoneMore Productions', 'Bad Robot', 'BBC']",0.0
False,"[16, 18, 10402, 10749]",632632,ja,映画 ギヴン,18.348,2020-08-22,Given,8.273,372,0.0,['Lerche'],0.0
False,"[10749, 18]",527641,en,Five Feet Apart,47.486,2019-03-14,Five Feet Apart,8.273,5389,92600000.0,"['Wayfarer Entertainment', 'CBS Films']",7000000.0
False,"[18, 10751, 14]",1585,en,It's a Wonderful Life,38.313,1946-12-20,It's a Wonderful Life,8.3,4078,9644124.0,['Liberty Films'],3180000.0
False,"[10752, 18, 36]",975,en,Paths of Glory,25.921,1957-10-25,Paths of Glory,8.27,2721,1200000.0,"['Bryna Productions', 'United Artists', 'Harris Kubrick Pictures']",935000.0
False,[18],637920,tr,7. Koğuştaki Mucize,30.059,2019-10-10,Miracle in Cell No. 7,8.3,4289,28000000.0,"['Lanistar Media', 'Motion Content Group', 'CJ Entertainment Turkey']",10000000.0
False,"[18, 10752]",25237,ru,Иди и смотри,30.031,1985-10-17,Come and See,8.268,1332,168817.0,"['Belarusfilm', 'Mosfilm']",0.0
False,"[18, 10402]",10376,it,La leggenda del pianista sull'oceano,22.471,1998-10-28,The Legend of 1900,8.265,2161,21057208.0,"['Medusa Film', 'Sciarlò']",9000000.0
False,"[18, 53, 9648, 28]",670,ko,올드보이,32.399,2003-11-21,Oldboy,8.263,8174,17500000.0,"['Show East', 'CJ Entertainment', 'Egg Film', 'Cineclick Asia']",3000000.0
False,"[16, 14, 10749, 18]",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,39.14,2020-09-18,Violet Evergarden: The Movie,8.26,384,20339624.0,"['Kyoto Animation', 'ABC Animation', 'Pony Canyon', 'Bandai Namco Arts', 'Lantis', 'Heart Company', 'Miracle Bus']",0.0
False,"[10402, 18, 10749]",630566,en,Clouds,19.98,2020-10-09,Clouds,8.258,978,0.0,"['Warner Bros. Pictures', 'Mad Chance', 'La Scala Films', 'Wayfarer Studios']",0.0
False,"[12, 878, 28]",299534,en,Avengers: Endgame,92.032,2019-04-24,Avengers: Endgame,8.257,24633,2800000000.0,['Marvel Studios'],356000000.0
False,"[10751, 16, 18]",8587,en,The Lion King,113.099,1994-06-24,The Lion King,8.257,17546,763455561.0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",45000000.0
False,"[16, 28, 878, 18]",283566,ja,シン・エヴァンゲリオン劇場版:||,53.542,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.25,741,93882453.0,['khara'],29700000.0
False,"[16, 10751, 12, 35, 14]",508965,en,Klaus,29.714,2019-11-08,Klaus,8.2,3823,0.0,"['Atresmedia', 'The SPA Studios']",0.0
False,"[12, 28, 878]",299536,en,Avengers: Infinity War,174.705,2018-04-25,Avengers: Infinity War,8.248,28644,2052415039.0,['Marvel Studios'],300000000.0
False,"[18, 35]",42269,it,C'eravamo tanto amati,16.357,1974-12-21,We All Loved Each Other So Much,8.244,505,0.0,['Deantir'],0.0
False,"[16, 28, 878]",618344,en,Justice League Dark: Apokolips War,32.872,2020-05-05,Justice League Dark: Apokolips War,8.243,1399,0.0,"['Warner Bros. Animation', 'DC Entertainment']",0.0
False,"[16, 12, 14, 35, 28, 10751]",315162,en,Puss in Boots: The Last Wish,184.929,2022-12-07,Puss in Boots: The Last Wish,8.243,7111,484700000.0,['DreamWorks Animation'],90000000.0
False,"[18, 36]",490132,en,Green Book,59.445,2018-11-16,Green Book,8.241,11005,319700000.0,"['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Amblin Partners', 'Mandate International']",23000000.0
False,"[16, 35, 10749, 18, 14]",572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,33.913,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,8.2,493,0.0,"['CloverWorks', 'Aniplex', 'ABC Animation', 'KADOKAWA', 'Tokyo MX', 'Nagoya Broadcasting Network', 'BS11', 'Hakuhodo DY Music & Pictures']",0.0
False,[18],265177,fr,Mommy,25.584,2014-09-19,Mommy,8.238,2621,3494070.0,"['Metafilms', 'Sons of Manual']",4900000.0
False,"[16, 18, 10749]",504253,ja,君の膵臓をたべたい,52.216,2018-09-01,I Want to Eat Your Pancreas,8.235,1449,33748006.0,"['ABC Animation', 'Aniplex', 'East Japan Marketing & Communications', 'Futabasha', 'Studio VOLN', 'Tohan', 'The Asahi Shimbun']",0.0
False,"[28, 16, 12, 14, 53]",635302,ja,劇場版「鬼滅の刃」無限列車編,97.209,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.232,3645,503100000.0,"['ufotable', 'Aniplex', 'Shueisha', 'TOHO']",15800000.0
False,"[53, 18, 10749]",290098,ko,아가씨,59.079,2016-06-01,The Handmaiden,8.229,3489,38600000.0,"['Moho Film', 'Yong Film Inc.', 'CJ Entertainment']",8575000.0
False,"[28, 18]",361743,en,Top Gun: Maverick,152.387,2022-05-24,Top Gun: Maverick,8.226,8390,1488732821.0,"['Skydance Media', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",170000000.0
False,"[16, 10751, 18, 14]",110420,ja,おおかみこどもの雨と雪,26.886,2012-07-21,Wolf Children,8.219,2179,55060661.0,"['Studio Chizu', 'Madhouse', 'Nippon Television Network Corporation', 'KADOKAWA Shoten', 'VAP', 'D.N. Dream Partners', 'Yomiuri Telecasting Corporation', 'TOHO']",0.0
False,"[35, 18, 10402]",654299,es,Como caído del cielo,12.094,2019-12-24,Out of the Clear Blue Sky,8.218,331,0.0,"['Esparza Caldera', 'La Victoria Films']",0.0
False,"[18, 53, 10752]",16869,en,Inglourious Basterds,86.079,2009-08-02,Inglourious Basterds,8.217,21440,321457747.0,"['The Weinstein Company', 'Universal Pictures', 'A Band Apart', 'Zehnte Babelsberg Film', 'Visiona Romantica', 'Peninsula Films']",70000000.0
False,"[28, 18, 12]",98,en,Gladiator,62.789,2000-05-04,Gladiator,8.216,17639,465361176.0,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']",103000000.0
False,"[27, 53]",694,en,The Shining,59.501,1980-05-23,The Shining,8.215,16768,44781695.0,"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']",19000000.0
False,"[10751, 16, 10402, 12]",354912,en,Coco,130.218,2017-10-27,Coco,8.214,18634,800500000.0,"['Pixar', 'Walt Disney Pictures']",175000000.0
False,"[18, 9648, 80]",37257,en,Witness for the Prosecution,25.786,1957-12-17,Witness for the Prosecution,8.213,1291,9000000.0,"['Edward Small Productions', 'United Artists']",3000000.0
False,"[35, 18, 10749]",20334,en,The Shop Around the Corner,26.897,1940-01-12,The Shop Around the Corner,8.213,674,0.0,['Metro-Goldwyn-Mayer'],0.0
False,"[18, 36, 10752]",857,en,Saving Private Ryan,70.297,1998-07-24,Saving Private Ryan,8.213,15152,481840909.0,"['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']",70000000.0
False,"[28, 878]",603,en,The Matrix,98.35,1999-03-31,The Matrix,8.213,24634,463517383.0,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']",63000000.0
False,"[18, 10749]",522924,en,The Art of Racing in the Rain,37.316,2019-08-08,The Art of Racing in the Rain,8.211,1393,33800000.0,"['Original Film', 'Shifting Gears Productions', 'Fox 2000 Pictures', 'Starbucks Entertainment']",18000000.0
False,"[878, 80]",185,en,A Clockwork Orange,43.818,1971-12-19,A Clockwork Orange,8.207,12362,26589000.0,"['Warner Bros. Pictures', 'Hawk Films']",2200000.0
False,"[16, 28, 14]",810693,ja,劇場版 呪術廻戦 0,85.51,2021-12-24,Jujutsu Kaisen 0,8.2,1245,195870885.0,"['MAPPA', 'Shueisha', 'Sumzap', 'MBS', 'TOHO']",0.0
False,"[16, 10751, 12, 14]",441130,en,Wolfwalkers,33.397,2020-10-26,Wolfwalkers,8.206,1093,1266570.0,"['Cartoon Saloon', 'Melusine Productions', 'Value&Power Culture Communications', 'Film Fund Luxembourg', 'Fís Éireann/Screen Ireland', 'Broadcasting Authority of Ireland', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Pôle Image Magelis', 'Folivari', 'GKIDS']",12000000.0
False,"[35, 18, 10749]",284,en,The Apartment,36.596,1960-06-21,The Apartment,8.206,2133,25000000.0,"['The Mirisch Company', 'United Artists']",3000000.0
False,"[10770, 16, 12, 35, 14, 10402]",537061,en,Steven Universe: The Movie,31.486,2019-09-02,Steven Universe: The Movie,8.205,803,0.0,"['Cartoon Network Studios', 'Cartoon Network Studios']",0.0
False,"[18, 9648, 878]",1124,en,The Prestige,51.468,2006-10-19,The Prestige,8.204,15294,109676311.0,"['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']",40000000.0
False,"[12, 28, 878]",11,en,Star Wars,111.212,1977-05-25,Star Wars,8.204,19788,775398007.0,"['Lucasfilm Ltd.', '20th Century Fox']",11000000.0
False,"[36, 18]",556574,en,Hamilton,21.585,2020-07-03,Hamilton,8.203,1300,0.0,"['RadicalMedia', '5000 Broadway Productions', 'Nevis Productions', 'Old 320 Sycamore']",0.0
False,[18],50014,en,The Help,48.814,2011-08-09,The Help,8.202,7808,216600000.0,"['DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Imagenation Abu Dhabi FZ', '1492 Pictures', 'Harbinger Pictures', 'Touchstone Pictures']",25000000.0
False,"[18, 53, 9648]",11324,en,Shutter Island,73.124,2010-02-14,Shutter Island,8.202,23085,294800000.0,"['Paramount', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way']",80000000.0
False,[18],5156,it,Ladri di biciclette,35.27,1948-11-24,Bicycle Thieves,8.202,2245,436655.0,['Produzioni De Sica'],133000.0
False,"[18, 35]",24188,it,Il sorpasso,12.943,1962-12-05,Il Sorpasso,8.2,671,0.0,"['Fair Film', 'Incei Film', 'Sancro Film']",0.0
False,"[18, 14, 16]",610892,ja,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,37.538,2019-09-06,Violet Evergarden: Eternity and the Auto Memory Doll,8.198,339,10841702.0,"['Kyoto Animation', 'Pony Canyon', 'ABC Animation', 'Bandai Namco Arts']",0.0
False,[18],797,sv,Persona,22.594,1966-10-18,Persona,8.196,2013,0.0,['SF Studios'],0.0
False,"[14, 18]",490,sv,Det sjunde inseglet,25.714,1957-02-16,The Seventh Seal,8.195,2806,0.0,['SF Studios'],0.0
False,"[10749, 18]",851644,ko,20세기 소녀,84.937,2022-10-06,20th Century Girl,8.192,590,0.0,"['Yong Film Inc.', 'CJ ENM Studios']",119.0
False,"[18, 36, 10752]",324786,en,Hacksaw Ridge,114.571,2016-10-07,Hacksaw Ridge,8.192,13143,175302354.0,"['Vendian Entertainment', 'Summit Entertainment', 'Cross Creek Pictures', 'IM Global', 'Screen Australia', 'Screen NSW', 'Permut Presentations', 'Pandemonium', 'Demarest Films', 'Bliss Media', 'Kylin Pictures', 'AI Film']",40000000.0
False,"[18, 80, 53]",629,en,The Usual Suspects,39.435,1995-07-19,The Usual Suspects,8.187,9947,23300000.0,"['Bad Hat Harry Productions', 'Blue Parrot Productions']",6000000.0
False,"[18, 53]",26451,it,Indagine su un cittadino al di sopra di ogni sospetto,12.114,1970-10-16,Investigation of a Citizen Above Suspicion,8.186,733,0.0,['Vera Film'],0.0
False,"[35, 18]",10098,en,The Kid,18.743,1921-01-21,The Kid,8.185,1972,2500000.0,['Charles Chaplin Productions'],250000.0
False,"[9648, 53]",77,en,Memento,39.49,2000-10-11,Memento,8.185,14225,40000000.0,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions', 'Newmarket Films']",9000000.0
