adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,revenue,production_companies,budget
False,"[16, 28, 12, 878, 14]",768744,ja,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,39.934,2021-08-06,My Hero Academia: World Heroes' Mission,7.582,475,38400000.0,"['BONES', 'TOHO', 'Yomiuri Telecasting Corporation', 'Shueisha', 'Nippon Television Network Corporation', 'dentsu', 'Sony Music Entertainment', 'movic', 'Sony Pictures Releasing', 'Funimation Global Group']",0.0
False,"[35, 10749, 18]",4951,en,10 Things I Hate About You,52.738,1999-03-30,10 Things I Hate About You,7.582,7685,53478166.0,"['Mad Chance', 'Jaret Entertainment']",16000000.0
False,"[16, 14, 28]",118406,ja,ROAD TO NINJA -NARUTO THE MOVIE-,44.322,2012-07-28,Road to Ninja: Naruto the Movie,7.58,946,17900000.0,"['dentsu', 'Aniplex', 'Shueisha', 'TV Tokyo', 'Pierrot', 'TOHO', 'Bandai Visual']",0.0
False,"[18, 10749]",26371,en,Maurice,12.941,1987-09-18,Maurice,7.6,493,2438304.0,"['Merchant Ivory Productions', 'Film4 Productions']",2600000.0
False,"[28, 12, 14, 878]",19995,en,Avatar,125.745,2009-12-15,Avatar,7.58,30635,2923706026.0,"['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Media']",237000000.0
False,[18],722778,it,È stata la mano di Dio,14.336,2021-11-24,The Hand of God,7.578,1548,0.0,['The Apartment Pictures'],0.0
False,"[10749, 35, 18]",614409,en,To All the Boys: Always and Forever,29.019,2021-02-12,To All the Boys: Always and Forever,7.578,1824,0.0,"['Awesomeness Films', 'ACE Entertainment']",0.0
False,"[16, 10751, 14]",514754,en,Bao,16.95,2018-06-15,Bao,7.578,1135,0.0,['Pixar'],0.0
False,"[18, 53, 80, 12]",1541,en,Thelma & Louise,34.106,1991-05-24,Thelma & Louise,7.578,3222,45361000.0,"['Metro-Goldwyn-Mayer', 'Pathé Entertainment', 'Star Partners III Ltd.']",16000000.0
False,"[35, 10402]",612706,en,Work It,19.236,2020-08-07,Work It,7.577,1108,0.0,"['STXfilms', 'Alloy Entertainment', 'AK Worldwide']",0.0
False,"[10749, 18]",475888,en,Tell It to the Bees,14.167,2018-09-09,Tell It to the Bees,7.577,411,0.0,"['Taking a Line for a Walk Productions', 'Riverstone Pictures', 'Archface Films', 'Cayenne Film Company', 'Reliance Entertainment Productions 8']",0.0
False,"[18, 35, 10749]",1544,en,Imagine Me & You,28.949,2005-09-09,Imagine Me & You,7.577,971,2500000.0,"['BBC Film', 'Filmstiftung Nordrhein-Westfalen', 'Ealing Studios', 'Fragile Films', 'Focus Features', 'Cougar Films Ltd.', 'Minotaur Film Partnership No. 3', 'RTL', 'X Filme Creative Pool']",1000000.0
False,"[18, 10749]",64,es,Hable con ella,17.196,2002-03-15,Talk to Her,7.577,1227,64803131.0,"['Vía Digital', 'Good Machine', 'El Deseo', 'Atresmedia']",0.0
False,"[18, 53, 80]",64690,en,Drive,66.405,2011-09-15,Drive,7.576,12098,78100000.0,"['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']",15000000.0
False,[18],33997,en,Desert Flower,14.653,2009-09-24,Desert Flower,7.6,397,14682943.0,"['Backup Media', 'Torus', 'Desert Flower']",0.0
False,[18],11171,en,Mysterious Skin,29.187,2005-03-30,Mysterious Skin,7.576,964,1500000.0,"['Desperate Pictures', 'Fortissimo Films', 'Antidote Films']",0.0
False,[18],8440,pt,Carandiru,12.754,2003-03-21,Carandiru,7.576,520,10782155.0,"['Oscar Kramer S.A.', 'BR Petrobrás', 'HB Filmes', 'Columbia TriStar Filmes do Brasil', 'Sony Pictures Classics', 'Globo Filmes']",3684600.0
False,"[35, 10751, 14]",433,en,Mary Poppins,32.474,1964-12-17,Mary Poppins,7.576,4476,103100000.0,['Walt Disney Productions'],4650000.0
False,"[35, 27]",246741,en,What We Do in the Shadows,15.647,2014-06-19,What We Do in the Shadows,7.575,3354,6300000.0,"['Unison Films', 'Defender Films', 'Funny or Die', 'New Zealand Film Commission', 'Resnick Interactive Development']",1600000.0
False,"[18, 36, 10752]",41411,fr,La Rafle,16.657,2010-03-10,The Round Up,7.575,974,25346148.0,"['Gaumont', 'EOS Entertainment', 'Eurofilm Stúdió', 'Légende Films', 'Légende des Siècles', 'SMTS', 'KS2 Cinéma', 'Alva Films', 'CinéCinéma', 'La Région Île-de-France', 'CNC', 'Canal+', 'France 3 Cinéma', 'France Télévisions', 'TF1 Films Production', 'FFA']",20000000.0
False,[18],20108,fr,Au hasard Balthazar,16.285,1966-05-25,Au Hasard Balthazar,7.575,414,39388.0,"['Argos Films', 'Parc Film', 'SF Studios', 'Svenska Filminstitutet']",0.0
False,"[14, 10751, 10749]",8703,cs,Tři oříšky pro Popelku,14.209,1973-11-16,Three Wishes for Cinderella,7.575,318,0.0,"['DEFA', 'Filmové studio Barrandov']",580000.0
False,[18],1913,es,Mar adentro,14.809,2004-09-03,The Sea Inside,7.575,859,38535221.0,"['Canal+', 'Sogecine', 'Himenóptero', 'Eurimages', 'UGC Films', 'TVG', 'Ministerio de Cultura', 'Sogepaq', 'Eyescreen S.r.l.', 'Filmanova', 'TVE', 'Fine Line Features']",12806000.0
False,"[18, 878]",264660,en,Ex Machina,45.055,2015-01-21,Ex Machina,7.573,12721,36869414.0,"['DNA Films', 'Film4 Productions', 'IAC Films', 'Scott Rudin Productions']",15000000.0
False,"[16, 18, 10749]",198375,ja,言の葉の庭,30.015,2013-05-31,The Garden of Words,7.573,1908,0.0,['CoMix Wave Films'],0.0
False,[18],4960,en,"Synecdoche, New York",14.406,2008-10-24,"Synecdoche, New York",7.573,1344,4383538.0,"['Likely Story', 'Projective Testing Service', 'Sidney Kimmel Entertainment', 'Russia, Inc.']",20000000.0
False,"[18, 10749, 10402]",824,en,Moulin Rouge!,24.032,2001-05-24,Moulin Rouge!,7.573,4345,179213434.0,"['20th Century Fox', 'Bazmark']",52500000.0
False,"[18, 10751]",315846,ja,海街diary,17.99,2015-06-13,Our Little Sister,7.572,438,346485.0,"['Shogakukan', 'TOHO', 'TV Man Union', 'Fuji Television Network', 'BUN-BUKU', 'Wild Bunch', 'GAGA Corporation']",0.0
False,"[14, 12, 28]",57158,en,The Hobbit: The Desolation of Smaug,81.79,2013-12-11,The Hobbit: The Desolation of Smaug,7.572,12631,958400000.0,"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films', 'Warner Bros. Pictures']",250000000.0
False,"[80, 53, 18]",10363,fr,Plein soleil,19.67,1960-03-10,Purple Noon,7.572,429,0.0,"['Paris Film Production', 'Titanus']",0.0
False,"[18, 53, 9648]",638,en,Lost Highway,34.383,1997-01-15,Lost Highway,7.572,2442,3836866.0,"['CiBy 2000', 'October Films', 'Asymmetrical Productions', 'Lost Highway Productions']",15000000.0
False,"[35, 10749]",810171,en,The Valet,30.15,2022-05-11,The Valet,7.571,504,0.0,"['3Pas Studios', 'Lionsgate']",0.0
False,"[16, 18, 10402, 10749]",364111,ja,心が叫びたがってるんだ。,30.318,2015-09-19,The Anthem of the Heart,7.57,380,8852989.0,"['A-1 Pictures', 'Graphinica']",0.0
False,"[28, 18]",16219,en,Gladiator,22.186,1992-03-06,Gladiator,7.6,309,900000.0,"['Price Entertainment', 'Columbia Pictures']",0.0
False,"[28, 18, 36]",1579,en,Apocalypto,55.722,2006-12-07,Apocalypto,7.57,5260,120700000.0,"['Icon Entertainment International', 'Icon Productions', 'Touchstone Pictures']",40000000.0
False,"[12, 35, 10751, 16]",277834,en,Moana,22.879,2016-10-13,Moana,7.569,11884,690860472.0,"['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Hurwitz Creative']",150000000.0
False,"[10751, 16, 12, 35]",629542,en,The Bad Guys,78.456,2022-03-17,The Bad Guys,7.568,1851,250162278.0,"['DreamWorks Animation', 'Scholastic Entertainment', 'dentsu']",80000000.0
False,"[18, 53]",24653,it,Le conseguenze dell'amore,10.243,2004-09-24,The Consequences of Love,7.568,776,0.0,"['Medusa Film', 'Fandango', 'Indigo Film']",0.0
False,"[16, 10751]",13002,en,Barbie in the 12 Dancing Princesses,44.271,2006-09-19,Barbie in The 12 Dancing Princesses,7.568,1120,0.0,"['Mainframe Entertainment', 'Mattel', 'Universal Pictures Home Entertainment']",0.0
False,"[12, 10751, 18]",481848,en,The Call of the Wild,31.916,2020-02-19,The Call of the Wild,7.567,3543,111200000.0,"['3 Arts Entertainment', '20th Century Studios', 'TSG Entertainment', 'Halon Entertainment']",109000000.0
False,"[878, 18]",17431,en,Moon,24.792,2009-06-12,Moon,7.567,5418,9760104.0,"['Lunar Industries', 'Liberty Films', 'Xingu Films', 'Limelight Fund', 'Stage 6 Films', 'Sony Pictures Classics', 'Independent']",5000000.0
False,"[28, 35, 37]",9394,it,Lo chiamavano Trinità...,28.675,1970-12-22,They Call Me Trinity,7.567,1245,0.0,['West Film'],0.0
False,"[878, 53]",1954,en,The Butterfly Effect,52.63,2004-01-17,The Butterfly Effect,7.566,7166,96800000.0,"['FilmEngine', 'Katalyst Films', 'BenderSpink', 'New Line Cinema']",13000000.0
False,"[16, 28, 12, 35, 10751]",940551,en,Migration,704.837,2023-12-06,Migration,7.556,974,286131120.0,"['Universal Pictures', 'Illumination']",72000000.0
False,"[14, 10749, 10770]",599521,en,Z-O-M-B-I-E-S 2,29.88,2020-06-13,Z-O-M-B-I-E-S 2,7.565,425,0.0,"['Walt Disney Television', 'Bloor Street Productions']",0.0
False,"[28, 878, 12]",588228,en,The Tomorrow War,87.101,2021-09-03,The Tomorrow War,7.565,3131,14400000.0,"['Skydance Media', 'Phantom Four', 'Lit Entertainment Group']",200000000.0
False,"[35, 10749]",13562,en,My Man Godfrey,15.149,1936-09-02,My Man Godfrey,7.566,325,684200.0,['Universal Pictures'],575375.0
False,"[18, 36]",2013,fr,Le Scaphandre et le Papillon,15.172,2007-05-23,The Diving Bell and the Butterfly,7.566,1113,19777647.0,"['Pathé Renn Productions', 'France 3 Cinéma', 'The Kennedy/Marshall Company']",14000020.0
False,[18],220,en,East of Eden,14.68,1955-04-10,East of Eden,7.566,701,0.0,['Warner Bros. Pictures'],0.0
False,"[28, 18, 53]",626872,ko,비상선언,38.276,2022-08-03,Emergency Declaration,7.565,309,19200000.0,"['CJeS Studios', 'MAGNUM9', 'Cine Joo', 'Dexter Studios', 'Showbox']",18052672.0
False,"[28, 12, 14]",566525,en,Shang-Chi and the Legend of the Ten Rings,66.792,2021-09-01,Shang-Chi and the Legend of the Ten Rings,7.563,8900,432243292.0,['Marvel Studios'],150000000.0
False,[18],10950,en,I Am Sam,37.376,2001-12-28,I Am Sam,7.563,2174,92542418.0,"['New Line Cinema', 'Bedford Falls Productions', 'Red Fish, Blue Fish Films']",22000000.0
False,"[18, 36]",7214,en,Coach Carter,44.793,2005-01-14,Coach Carter,7.563,2760,76700000.0,"['Paramount', 'MTV Films', 'Tollin/Robbins Productions']",30000000.0
False,"[18, 53, 9648]",2649,en,The Game,34.104,1997-09-12,The Game,7.563,6216,109423648.0,"['PolyGram Filmed Entertainment', 'Propaganda Films']",50000000.0
False,"[18, 35, 10749]",1879,en,Guess Who's Coming to Dinner,15.293,1967-12-11,Guess Who's Coming to Dinner,7.563,775,56666667.0,"['Stanley Kramer Productions', 'Columbia Pictures']",4000000.0
False,"[18, 9648, 10749]",682507,en,Where the Crawdads Sing,32.695,2022-07-14,Where the Crawdads Sing,7.558,1495,144353965.0,"['3000 Pictures', 'Hello Sunshine', 'HarperCollins Publishers']",24000000.0
False,"[12, 16, 35, 10751, 14]",11688,en,The Emperor's New Groove,83.661,2000-12-15,The Emperor's New Groove,7.559,6375,169327687.0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",100000000.0
False,"[28, 53]",575264,en,Mission: Impossible - Dead Reckoning Part One,166.677,2023-07-08,Mission: Impossible - Dead Reckoning Part One,7.559,3250,567500000.0,"['Paramount', 'Skydance Media', 'TC Productions']",291000000.0
False,"[27, 53]",948,en,Halloween,47.678,1978-10-24,Halloween,7.558,5260,70300000.0,"['Compass International Pictures', 'Falcon International Productions']",325000.0
False,"[18, 53]",71859,en,We Need to Talk About Kevin,21.379,2011-09-28,We Need to Talk About Kevin,7.6,2675,10800000.0,"['BBC Film', 'Independent', 'UK Film Council', 'Footprint Investment Fund', 'Piccadilly Pictures', 'Lipsync Productions', 'Artina Films', 'Rockinghorse Films', 'Caemhan', 'Panaramic', 'Beryl Betty', 'Atlantic Swiss Productions', 'KanZaman Productions']",7000000.0
False,[18],12102,en,Kramer vs. Kramer,21.647,1979-12-07,Kramer vs. Kramer,7.6,2088,106260000.0,['Columbia Pictures'],8000000.0
False,"[53, 878, 9648, 10749]",782,en,Gattaca,47.073,1997-09-07,Gattaca,7.558,6017,12532777.0,"['Jersey Films', 'Columbia Pictures']",36000000.0
False,"[878, 18]",335984,en,Blade Runner 2049,115.159,2017-10-04,Blade Runner 2049,7.555,12912,259239658.0,"['Alcon Entertainment', 'Columbia Pictures', 'Scott Free Productions', 'Bud Yorkin Productions', 'Torridon Films', '16:14 Entertainment', 'Thunderbird Entertainment']",150000000.0
False,"[12, 28, 14, 10752, 36]",127533,ja,るろうに剣心,25.544,2012-08-25,Rurouni Kenshin Part I: Origins,7.549,752,61700000.0,"['Studio Swan', 'ROCKWORKS', 'C&I entertainment', 'IMJ Entertainment', 'Amuse Soft Entertainment', 'Warner Bros. Japan', 'Warner Bros. Pictures']",0.0
False,"[18, 35, 10749]",61202,hi,ज़िन्दगी ना मिलेगी दोबारा,20.776,2011-07-15,Zindagi Na Milegi Dobara,7.555,326,160000000.0,"['Excel Entertainment', 'Eros International', 'KanZaman Productions']",7700000.0
False,[18],451915,en,Beautiful Boy,39.052,2018-10-12,Beautiful Boy,7.6,2342,7700000.0,"['Plan B Entertainment', 'Big Indie Pictures', 'Amazon Studios']",25000000.0
False,"[18, 10402]",614934,en,Elvis,58.298,2022-06-22,Elvis,7.553,3068,288670284.0,"['Warner Bros. Pictures', 'Bazmark', 'The Jackal Group']",85000000.0
False,"[18, 35]",607259,en,Fatherhood,18.404,2021-06-18,Fatherhood,7.552,1324,0.0,"['Columbia Pictures', 'Higher Ground', 'Bron Studios', 'Temple Hill Entertainment', 'HartBeat Productions', 'Free Association']",0.0
False,"[18, 28]",375572,it,Veloce come il vento,14.357,2016-04-07,Italian Race,7.552,929,2412312.0,"['Fandango', 'Lucana Film Commission', 'RAI', 'MiC']",0.0
False,"[28, 12, 14]",256040,te,బాహుబలి:ద బిగినింగ్,36.275,2015-07-10,Bāhubali: The Beginning,7.552,753,90747520.0,['Arka Media Works'],25130430.0
False,"[12, 28, 53]",36557,en,Casino Royale,44.905,2006-11-14,Casino Royale,7.552,10278,599045960.0,"['Metro-Goldwyn-Mayer', 'Columbia Pictures', 'EON Productions', 'Danjaq', 'Casino Royale Productions']",150000000.0
False,"[18, 10749, 9648, 80]",17057,en,In a Lonely Place,12.715,1950-05-17,In a Lonely Place,7.552,525,0.0,"['Santana Pictures Corporation', 'Columbia Pictures']",0.0
False,"[18, 35]",15014,it,Bianca,6.95,1984-02-23,Bianca,7.552,359,0.0,"['Reteitalia', 'Faso Film']",0.0
False,[18],11159,en,Secrets & Lies,14.328,1996-05-24,Secrets & Lies,7.552,596,13417292.0,"['Thin Man Films', 'CiBy 2000', 'Film4 Productions']",4500000.0
False,"[28, 12, 14, 16]",507569,ja,劇場版 七つの大罪 天空の囚われ人,7.998,2018-08-18,The Seven Deadly Sins: Prisoners of the Sky,7.551,974,0.0,['A-1 Pictures'],0.0
False,"[53, 28, 12]",484468,fr,Le Chant du loup,22.456,2019-02-20,The Wolf's Call,7.551,1891,12652790.0,"['Pathé', 'Trésor Films', 'Chi-Fou-Mi Productions', 'Jouror Productions']",22400000.0
False,"[53, 18, 28]",429450,ko,판도라,23.915,2016-12-07,Pandora,7.551,437,30169000.0,"['Next Entertainment World', 'CAC Entertainment']",13938145.0
False,"[80, 28, 35]",4638,en,Hot Fuzz,44.795,2007-02-14,Hot Fuzz,7.552,7200,80600000.0,"['Universal Pictures', 'Big Talk Studios', 'StudioCanal', 'Working Title Films', 'Rogue Pictures']",12000000.0
False,"[18, 35, 10749]",776,fr,La Règle du jeu,11.831,1939-07-09,The Rules of the Game,7.551,543,273520.0,"['La Nouvelle Edition Francaise', 'Franco London Films']",8847685.0
False,"[53, 9648]",111083,es,El cuerpo,17.435,2012-12-21,The Body,7.55,1194,0.0,"['Rodar y Rodar', 'Canal+ España', 'TV3', 'Atresmedia', 'DeAPlaneta']",0.0
False,"[27, 35, 14]",765,en,Evil Dead II,32.168,1987-03-13,Evil Dead II,7.5,2924,10900000.0,"['Rosebud Releasing Corporation', 'Renaissance Pictures', 'Dino De Laurentiis Company']",3500000.0
False,"[28, 18, 53]",109424,en,Captain Phillips,36.573,2013-10-10,Captain Phillips,7.549,6614,218791811.0,"['Columbia Pictures', 'Michael De Luca Productions', 'Scott Rudin Productions', 'Trigger Street Productions']",55000000.0
False,"[10749, 14, 16]",3933,en,Corpse Bride,82.086,2005-09-12,Corpse Bride,7.549,8681,118100000.0,"['Tim Burton Productions', 'Laika', 'Patalex Productions', 'Warner Bros. Pictures', 'Will Vinton Studios']",40000000.0
False,"[28, 80, 18]",2487,ja,修羅雪姫,17.752,1973-12-01,Lady Snowblood,7.548,342,0.0,['Tokyo Eiga'],0.0
False,"[36, 10752, 18, 12]",967,en,Spartacus,43.497,1960-10-13,Spartacus,7.5,2027,60000000.0,"['Bryna Productions', 'Universal Pictures']",12000000.0
False,"[35, 18]",338,de,"Good Bye, Lenin!",20.188,2003-02-13,"Good Bye, Lenin!",7.547,2294,79384880.0,"['WDR', 'ARTE', 'X Filme Creative Pool']",4800000.0
False,[18],334541,en,Manchester by the Sea,29.668,2016-11-18,Manchester by the Sea,7.546,5601,79000000.0,"['Pearl Street Films', 'K Period Media', 'B Story', 'The Affleck/Middleton Project', 'The Media Farm', 'Big Indie Pictures', 'CMP Entertainment', 'OddLot Entertainment']",9000000.0
False,"[28, 12, 878]",200085,ko,감기,31.016,2013-08-14,The Flu,7.546,1127,19775853.0,"['iLoveCinema', 'iFilm', 'Sidus', 'CJ Entertainment']",0.0
False,[18],25468,en,My Dinner with Andre,21.1,1981-10-11,My Dinner with Andre,7.546,348,5250000.0,"['The Andre Company', 'Saga Productions Inc.']",475000.0
False,[18],3558,en,"Girl, Interrupted",32.509,1999-12-21,"Girl, Interrupted",7.546,3565,48350205.0,"['Red Wagon Entertainment', '3 Arts Entertainment', 'Global Medien KG', 'Columbia Pictures']",40000000.0
False,"[18, 36]",783,en,Gandhi,22.801,1982-12-01,Gandhi,7.546,2189,77737889.0,"['Goldcrest', 'Indo-British', 'International Film Investors', 'National Film Development Corporation of India', 'Columbia Pictures']",22000000.0
False,"[18, 80]",269,fr,À bout de souffle,25.41,1960-03-16,Breathless,7.5,1704,0.0,"['Les Films Impéria', 'Les Productions Georges de Beauregard', 'SNC']",0.0
False,"[28, 14, 10770]",877703,en,Teen Wolf: The Movie,44.1,2023-01-18,Teen Wolf: The Movie,7.545,751,0.0,"['MTV Entertainment Studios', 'MGM Television', 'First Cause', 'Capital Arts Entertainment']",0.0
False,"[53, 18]",848685,gl,As bestas,23.525,2022-07-20,The Beasts,7.5,611,10238603.0,"['Le Pacte', 'Arcadia Motion Pictures', 'Caballo Films', 'Cronos Entertainment AIE']",3900000.0
False,"[53, 9648, 878]",575604,ko,콜,25.7,2020-11-27,The Call,7.545,755,0.0,"['Yong Film Inc.', 'Next Entertainment World']",0.0
False,"[35, 80, 18]",8073,fr,Bande à part,13.49,1964-08-05,Band of Outsiders,7.545,529,182857.0,"['Orsay Films', 'Anouchka Films', 'Columbia Films']",120000.0
False,"[18, 53]",1567,fr,Seul contre tous,14.556,1998-05-16,I Stand Alone,7.545,486,0.0,"['Canal+', 'Les Cinémas de la Zone', 'Love Streams Productions']",0.0
False,"[12, 14, 28, 53, 878]",18,en,The Fifth Element,59.347,1997-05-02,The Fifth Element,7.544,10304,263920180.0,"['Gaumont', 'Columbia Pictures']",90000000.0
False,"[80, 18, 53]",483184,it,Dogman,33.72,2018-05-17,Dogman,7.543,2127,5080147.0,"['Archimede', 'Le Pacte', 'RAI']",0.0
False,"[18, 35]",308369,en,Me and Earl and the Dying Girl,18.486,2015-06-12,Me and Earl and the Dying Girl,7.543,2470,0.0,"['Indian Paintbrush', 'Rhode Island Ave. Productions']",0.0
False,"[12, 16, 10751, 14, 878]",9016,en,Treasure Planet,53.305,2002-11-26,Treasure Planet,7.543,3969,109578115.0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",140000000.0
False,"[18, 53]",4550,ko,친절한 금자씨,29.131,2005-07-29,Lady Vengeance,7.543,1558,23803308.0,"['TSJ Entertainment', 'Ilshin Capital Investments', 'Centurion Investment', 'Moho Film', 'CJ Entertainment']",0.0
False,"[16, 12, 35, 10751, 14]",228326,en,The Book of Life,55.783,2014-10-01,The Book of Life,7.542,2545,97437106.0,"['Reel FX Creative Studios', '20th Century Fox Animation', 'Chatrone']",50000000.0
False,"[27, 53]",138843,en,The Conjuring,103.453,2013-07-18,The Conjuring,7.541,11022,320400000.0,"['Evergreen Media Group', 'New Line Cinema', 'The Safran Company']",13000000.0
False,"[80, 18, 53]",9366,en,Donnie Brasco,39.065,1997-02-27,Donnie Brasco,7.541,4210,124909762.0,"['Phoenix Pictures', 'Mark Johnson Productions', 'Baltimore Pictures', 'TriStar Pictures', 'Mandalay Pictures']",35000000.0
False,"[18, 53, 28]",1372,en,Blood Diamond,61.622,2006-12-08,Blood Diamond,7.541,7270,171700000.0,"['Virtual Studios', 'Spring Creek Pictures', 'Bedford Falls Productions', 'Initial Entertainment Group', 'Lonely Film Productions GmbH & Co. KG.', 'Warner Bros. Pictures', 'Liberty Pictures']",100000000.0
False,"[27, 35]",747,en,Shaun of the Dead,45.662,2004-04-09,Shaun of the Dead,7.541,8022,30100000.0,"['Big Talk Studios', 'WT² Productions', 'Working Title Films', 'StudioCanal', 'Universal Pictures', 'Film4 Productions', 'Inside Track', 'FilmFour']",6100000.0
False,"[16, 12, 10751]",1076364,en,Carl's Date,92.211,2023-06-15,Carl's Date,7.5,366,0.0,['Pixar'],0.0
False,"[18, 35, 10749]",11178,ko,엽기적인 그녀,18.274,2001-07-27,My Sassy Girl,7.5,530,0.0,['Shin Cine Communications'],0.0
False,"[16, 10749]",200481,en,The Blue Umbrella,10.585,2013-02-12,The Blue Umbrella,7.538,525,0.0,['Pixar'],0.0
False,"[18, 10749]",15917,hi,देवदास,13.955,2002-07-11,Devdas,7.538,315,13311117.0,"['V.I.P. Films', 'Mega Bollywood Private Limited']",6663555.0
False,"[10749, 18, 36]",921,en,Cinderella Man,31.62,2005-06-02,Cinderella Man,7.538,2074,108539911.0,"['Universal Pictures', 'Miramax', 'Imagine Entertainment', 'Brian Grazer Productions', 'Parkway Productions']",88000000.0
False,"[18, 35]",456929,es,Campeones,16.288,2018-04-06,Champions,7.537,707,20121318.0,"['Películas Pendelton', 'Morena Films', 'Movistar+', 'Realizaciones Sol S.A.', 'TVE']",4920975.0
False,[18],42987,en,The Servant,21.858,1963-11-14,The Servant,7.5,301,0.0,['Springbok Productions'],0.0
False,"[35, 18, 10749]",10451,zh,飲食男女,15.235,1994-08-03,Eat Drink Man Woman,7.5,308,7294403.0,"['Good Machine', 'Ang Lee Productions', 'Central Motion Picture Corporation', 'Xiongfa Film Company', 'Samuel Goldwyn Company']",0.0
False,"[80, 18]",9040,en,Serpico,19.17,1973-12-18,Serpico,7.537,1803,29800000.0,"['Artists Entertainment Complex', 'Produzioni De Laurentiis - International Manufacturing Company', 'Paramount', 'Dino De Laurentiis Company']",3000000.0
False,"[35, 10749, 18]",900,en,Bringing Up Baby,20.201,1938-02-18,Bringing Up Baby,7.537,917,0.0,['RKO Radio Pictures'],1073000.0
False,"[28, 35, 12]",436969,en,The Suicide Squad,114.195,2021-07-28,The Suicide Squad,7.536,8097,168717425.0,"['DC Films', 'Atlas Entertainment', 'The Safran Company', 'Warner Bros. Pictures']",185000000.0
False,"[53, 36, 18, 28]",416144,en,Hotel Mumbai,26.614,2019-03-14,Hotel Mumbai,7.536,1435,16900000.0,"['Electric Pictures', 'Xeitgeist Entertainment Group', 'Cyan Films', 'Thunder Road', 'Screen Australia', 'South Australian Film Corporation', 'Hamilton Films', ""S'YA Concept"", 'Arclight Films', 'Ikaria', 'Story Bridge Films', 'Kojo Pictures', 'Double Barrel Productions', 'Ingenious Media', 'Fin Design & Effects', 'Adelaide Film Festival Investment Fund']",25000000.0
False,"[28, 80, 10749]",319,en,True Romance,46.331,1993-09-09,True Romance,7.5,2561,12600000.0,"['Morgan Creek Entertainment', 'Davis Films', 'August Entertainment']",12500000.0
False,"[18, 10749]",12163,en,The Wrestler,28.725,2008-09-07,The Wrestler,7.535,3455,44734660.0,"['Wild Bunch', 'Top Rope', 'Saturn Films', 'Protozoa Pictures']",6000000.0
False,"[28, 12, 10752]",11046,en,Where Eagles Dare,32.613,1968-12-04,Where Eagles Dare,7.5,837,21000000.0,"['Jerry Gershwin Productions', 'Elliott Kastner Productions', 'Winkast Film Productions', 'Gershwin-Kastner', 'Metro-Goldwyn-Mayer']",7700000.0
False,"[80, 18]",10778,en,The Man Who Wasn't There,21.256,2001-10-26,The Man Who Wasn't There,7.535,1485,18900000.0,"['Good Machine', 'Mike Zoss Productions', 'Working Title Films', 'USA Films']",20000000.0
False,[18],2009,ro,"4 luni, 3 săptămîni și 2 zile",14.214,2007-08-24,"4 Months, 3 Weeks and 2 Days",7.534,684,1185783.0,"['Saga Film', 'Mobra Films', 'CNC']",852510.0
False,"[35, 18]",339,en,Night on Earth,16.963,1991-12-12,Night on Earth,7.535,836,2015810.0,"['JVC', 'Locus Solus Entertainment', 'Pyramide Productions', 'Pandora Film', 'Film4 Productions', 'Canal+']",3500000.0
False,[18],221,en,Rebel Without a Cause,28.729,1955-10-27,Rebel Without a Cause,7.5,1536,4500000.0,['Warner Bros. Pictures'],1500000.0
False,"[14, 35, 10749]",59436,en,Midnight in Paris,34.862,2011-05-11,Midnight in Paris,7.534,7043,151119219.0,"['Pontchartrain Productions', 'Gravier Productions', 'Mediapro', 'Versátil Cinema', 'TV3', 'Firstep']",17000000.0
False,"[35, 10752]",11686,en,Love and Death,23.108,1975-06-10,Love and Death,7.534,820,20173742.0,['United Artists'],3000000.0
False,"[18, 10749, 10752]",907,en,Doctor Zhivago,23.355,1965-12-22,Doctor Zhivago,7.534,1074,111858363.0,"['Metro-Goldwyn-Mayer', 'Carlo Ponti Production', 'MGM']",11000000.0
False,[35],37769,it,Il secondo tragico Fantozzi,7.474,1976-04-15,The Second Tragic Fantozzi,7.533,583,0.0,['Rizzoli Film'],0.0
False,"[16, 18]",83389,ja,コクリコ坂から,39.664,2011-07-16,From Up on Poppy Hill,7.533,1645,61037844.0,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'KDDI', 'Buena Vista Home Entertainment', 'Kodansha', 'Mitsubishi Corporation']",22000000.0
False,"[27, 18]",13310,sv,Låt den rätte komma in,21.81,2008-10-24,Let the Right One In,7.532,2776,10785801.0,"['EFTI', 'Bavaria Film International', 'Sandrew Metronome Sverige', 'Filmpool Nord', 'SVT', 'Nordisk Film & TV Fond', 'Svenska Filminstitutet', 'Canal+', 'WAG', 'Fido Film AB', 'Chimney Sweden']",4000000.0
False,[18],881,en,A Few Good Men,35.101,1992-12-11,A Few Good Men,7.532,3354,243240178.0,['David Brown Productions'],40000000.0
