adult,genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count,revenue,production_companies,budget,release_year,release_month,num_genres,release_season,budget_revenue_ratio
False,"[18, 80]",278,en,136.776,1994-09-23,The Shawshank Redemption,8.704,25822,28341469.0,['Castle Rock Entertainment'],25000000.0,1994,9,2,Fall,0.8820996540440441
False,"[18, 80]",238,en,107.889,1972-03-14,The Godfather,8.695,19602,245066411.0,"['Paramount', 'Alfran Productions']",6000000.0,1972,3,2,Spring,0.024483159383274274
False,"[18, 80]",240,en,71.355,1974-12-20,The Godfather Part II,8.576,11849,102600000.0,"['Paramount', 'The Coppola Company']",13000000.0,1974,12,2,Winter,0.1267056530214425
False,"[18, 36, 10752]",424,en,79.614,1993-12-15,Schindler's List,8.566,15229,321365567.0,['Amblin Entertainment'],22000000.0,1993,12,3,Winter,0.06845786312881491
False,"[16, 10751, 14]",129,ja,120.883,2001-07-20,Spirited Away,8.541,15705,274925095.0,['Studio Ghibli'],19000000.0,2001,7,3,Summer,0.06910973332572641
False,[18],389,en,54.653,1957-04-10,12 Angry Men,8.54,8131,1000000.0,"['United Artists', 'Orion-Nova Productions']",350000.0,1957,4,1,Spring,0.35
False,"[35, 18, 10749]",19404,hi,36.258,1995-10-20,Dilwale Dulhania Le Jayenge,8.533,4357,100000000.0,['Yash Raj Films'],13200000.0,1995,10,3,Fall,0.132
False,"[18, 28, 80, 53]",155,en,86.553,2008-07-16,The Dark Knight,8.515,31644,1004558444.0,"['DC Comics', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",185000000.0,2008,7,4,Summer,0.1841605146071521
False,"[35, 53, 18]",496243,ko,90.251,2019-05-30,Parasite,8.511,17301,257591776.0,['Barunson E&A'],11363000.0,2019,5,3,Spring,0.04411243315469823
False,"[14, 18, 80]",497,en,86.473,1999-12-10,The Green Mile,8.507,16629,286801374.0,"['Warner Bros. Pictures', 'Universal Pictures', 'Castle Rock Entertainment', 'Darkwoods Productions']",60000000.0,1999,12,3,Winter,0.20920401866693986
False,"[53, 80]",680,en,108.788,1994-09-10,Pulp Fiction,8.489,26810,213900000.0,"['Miramax', 'A Band Apart', 'Jersey Films']",8500000.0,1994,9,2,Fall,0.039738195418419824
False,"[12, 14, 28]",122,en,118.371,2003-12-01,The Lord of the Rings: The Return of the King,8.478,23174,1118888979.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",94000000.0,2003,12,3,Winter,0.08401190981790875
False,"[35, 18, 10749]",13,en,122.359,1994-06-23,Forrest Gump,8.476,26350,677387716.0,"['Paramount', 'The Steve Tisch Company', 'Wendy Finerman Productions']",55000000.0,1994,6,3,Summer,0.08119426836491378
False,[37],429,it,85.664,1966-12-22,"The Good, the Bad and the Ugly",8.468,8147,38900000.0,"['United Artists', 'PEA', 'Arturo González Producciones Cinematográficas', 'Constantin Film']",1200000.0,1966,12,1,Winter,0.030848329048843187
False,"[18, 80]",769,en,60.325,1990-09-12,GoodFellas,8.466,12251,46800000.0,['Winkler Films'],25000000.0,1990,9,2,Fall,0.5341880341880342
False,"[16, 18, 10752]",12477,ja,0.6,1988-04-16,Grave of the Fireflies,8.463,5162,516962.0,['Studio Ghibli'],3700000.0,1988,4,3,Spring,7.157199175181154
False,"[18, 10749]",11216,it,35.524,1988-11-17,Cinema Paradiso,8.456,4151,11990401.0,"['RAI', 'Tre Forum', 'Les Films Ariane', 'TF1 Films Production']",5000000.0,1988,11,2,Fall,0.41700023210232917
False,"[35, 18]",637,it,49.828,1997-12-20,Life Is Beautiful,8.453,12631,230098753.0,"['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']",20000000.0,1997,12,2,Winter,0.08691920203496278
False,"[28, 18]",346,ja,37.904,1954-04-26,Seven Samurai,8.453,3436,346300.0,['TOHO'],2000000.0,1954,4,2,Spring,5.775339301183944
False,[18],550,en,91.499,1999-10-15,Fight Club,8.441,28229,100853753.0,"['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",63000000.0,1999,10,1,Fall,0.6246668877062017
False,"[27, 53, 9648]",539,en,49.705,1960-06-22,Psycho,8.435,9633,32000000.0,['Shamley Productions'],806947.0,1960,6,3,Summer,0.02521709375
False,"[18, 80]",598,pt,57.784,2002-08-30,City of God,8.433,6985,30641770.0,"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Lei do Audiovisual Ministério da Cultura Audiovisual']",3300000.0,2002,8,2,Summer,0.10769612851999084
False,"[12, 18, 878]",157336,en,151.226,2014-11-05,Interstellar,8.4,33917,701729206.0,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",165000000.0,2014,11,3,Fall,0.23513343692866048
False,[18],1058694,en,71.867,2023-10-19,Radical,8.43,330,21066351.0,"['3Pas Studios', 'Epic', 'The Lift', 'ViX', 'Videocine', 'Pantelion Films', 'Participant']",10000000.0,2023,10,1,Fall,0.4746906571527266
False,"[18, 80]",311,en,48.053,1984-05-23,Once Upon a Time in America,8.426,5108,5500000.0,"['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'PSO', 'Warner Bros. Pictures']",30000000.0,1984,5,2,Spring,5.454545454545454
False,[18],510,en,45.286,1975-11-19,One Flew Over the Cuckoo's Nest,8.423,10004,108981275.0,"['Fantasy Films', 'United Artists']",3000000.0,1975,11,1,Fall,0.027527664729560194
False,"[12, 14, 28]",120,en,123.27,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.411,24106,871368364.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",93000000.0,2001,12,3,Winter,0.10672868541277453
False,"[14, 16, 12]",4935,ja,105.957,2004-09-09,Howl's Moving Castle,8.409,9302,236049757.0,"['Studio Ghibli', 'dentsu Music And Entertainment', 'Mitsubishi', 'Nippon Television Network Corporation', 'TFC', 'Tokuma Shoten', 'd-rights']",24000000.0,2004,9,3,Fall,0.1016734789521516
False,"[16, 28, 12, 878]",324857,en,114.361,2018-12-06,Spider-Man: Into the Spider-Verse,8.4,14821,384298736.0,"['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Arad Productions']",90000000.0,2018,12,4,Winter,0.23419280775360135
False,"[878, 12]",693134,en,736.807,2024-02-27,Dune: Part Two,8.397,2002,509672149.0,['Legendary Pictures'],190000000.0,2024,2,2,Winter,0.3727886649737261
False,"[12, 14, 28]",121,en,106.607,2002-12-18,The Lord of the Rings: The Two Towers,8.393,20953,926287400.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",79000000.0,2002,12,3,Winter,0.08528670475275817
False,"[12, 28, 878]",1891,en,42.061,1980-05-20,The Empire Strikes Back,8.4,16288,538400000.0,['Lucasfilm Ltd.'],18000000.0,1980,5,3,Spring,0.033432392273402674
False,"[18, 10402]",244786,en,127.657,2014-10-10,Whiplash,8.383,14453,13092000.0,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",3300000.0,2014,10,2,Fall,0.2520623281393217
False,"[18, 10752]",423,en,58.672,2002-09-17,The Pianist,8.381,8747,192700000.0,"['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",35000000.0,2002,9,2,Fall,0.1816294758692268
False,[10402],1160164,en,71.893,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.38,303,261656269.0,"['Taylor Swift Productions', 'Silent House Productions']",15000000.0,2023,10,1,Fall,0.05732711873224792
False,"[16, 28, 12, 878]",569094,en,208.932,2023-05-31,Spider-Man: Across the Spider-Verse,8.376,6007,690615475.0,"['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions', 'Marvel Entertainment']",100000000.0,2023,5,4,Spring,0.14479837712874882
False,"[80, 9648, 53]",807,en,92.488,1995-09-22,Se7en,8.371,20131,327311859.0,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",33000000.0,1995,9,3,Fall,0.10082127821711465
False,"[28, 878, 12]",27205,en,147.84,2010-07-15,Inception,8.367,35429,825532764.0,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']",160000000.0,2010,7,3,Summer,0.19381423364076195
False,"[53, 9648]",567,en,32.915,1954-08-01,Rear Window,8.4,6178,37034514.0,"['Paramount', 'Patron Inc.']",1000000.0,1954,8,2,Summer,0.02700183941930492
False,"[80, 18, 53]",274,en,18.979,1991-02-14,The Silence of the Lambs,8.347,15601,272742922.0,"['Orion Pictures', 'Strong Heart', 'Clinica Estetico', 'A Luta Continua']",19000000.0,1991,2,3,Winter,0.06966266937625608
False,[18],73,en,38.094,1998-07-01,American History X,8.346,11106,23900000.0,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",20000000.0,1998,7,1,Summer,0.8368200836820083
False,"[12, 14, 16]",128,ja,55.752,1997-07-12,Princess Mononoke,8.339,7593,169000000.0,"['Studio Ghibli', 'Nibariki', 'dentsu Music And Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']",23500000.0,1997,7,3,Summer,0.1390532544378698
False,"[35, 10752]",914,en,28.096,1940-10-15,The Great Dictator,8.3,3177,11000000.0,"['Roy Export Company Establishment', 'United Artists', 'Charles Chaplin Productions']",2000000.0,1940,10,2,Fall,0.18181818181818182
False,"[12, 35, 878]",105,en,73.105,1985-07-03,Back to the Future,8.317,19109,381109762.0,"['Universal Pictures', 'Amblin Entertainment']",19000000.0,1985,7,3,Summer,0.04985440388693061
False,[18],599,en,27.908,1950-08-10,Sunset Boulevard,8.316,2432,5000000.0,['Paramount'],1752000.0,1950,8,1,Summer,0.3504
False,[18],207,en,43.735,1989-06-02,Dead Poets Society,8.314,10705,235900000.0,"['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Witt/Thomas Productions']",16400000.0,1989,6,1,Summer,0.069520983467571
False,"[80, 18, 28]",101,en,66.182,1994-09-14,Léon: The Professional,8.311,14173,45284974.0,"['Gaumont', 'Les Films du Dauphin', 'Columbia Pictures']",16000000.0,1994,9,3,Fall,0.35331807853086106
False,"[16, 53]",10494,ja,50.279,1998-02-28,Perfect Blue,8.3,2368,112536.0,"['Madhouse', 'Rex Entertainment', 'Kotobuki Seihan Printing', 'Asahi Broadcasting Corporation', 'Fangs Co.']",830000.0,1998,2,2,Winter,7.375417644131655
False,"[35, 18]",3082,en,27.735,1936-02-05,Modern Times,8.294,3529,1800000.0,"['Charles Chaplin Productions', 'United Artists']",1500000.0,1936,2,2,Winter,0.8333333333333334
False,"[18, 37]",335,it,47.124,1968-12-21,Once Upon a Time in the West,8.3,4088,5380118.0,"['Paramount', 'Rafran Cinematografica', 'San Marco']",5000000.0,1968,12,2,Winter,0.9293476462783902
False,"[35, 10749, 18]",901,en,26.554,1931-02-01,City Lights,8.287,2048,4250000.0,"['Charles Chaplin Productions', 'United Artists']",1500000.0,1931,2,3,Winter,0.35294117647058826
False,"[18, 10752]",28,en,46.177,1979-08-15,Apocalypse Now,8.284,7807,150000000.0,"['United Artists', 'American Zoetrope', 'Coppola Cinema 7']",31500000.0,1979,8,2,Summer,0.21
False,"[18, 35]",77338,fr,53.103,2011-11-02,The Intouchables,8.28,16639,426600000.0,"['Gaumont', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1', 'Canal+', 'TF1 Films Production']",13000000.0,2011,11,2,Fall,0.030473511486169714
False,"[35, 18]",1026227,it,17.06,2023-10-26,There's Still Tomorrow,8.3,687,38825277.0,"['Wildside', 'Vision Distribution', 'Sky Studios']",9000000.0,2023,10,2,Fall,0.2318077473085382
False,"[10749, 18]",527641,en,47.486,2019-03-14,Five Feet Apart,8.273,5389,92600000.0,"['Wayfarer Entertainment', 'CBS Films']",7000000.0,2019,3,2,Spring,0.0755939524838013
False,"[18, 10751, 14]",1585,en,38.313,1946-12-20,It's a Wonderful Life,8.3,4078,9644124.0,['Liberty Films'],3180000.0,1946,12,3,Winter,0.32973445799742934
False,"[10752, 18, 36]",975,en,25.921,1957-10-25,Paths of Glory,8.27,2721,1200000.0,"['Bryna Productions', 'United Artists', 'Harris Kubrick Pictures']",935000.0,1957,10,3,Fall,0.7791666666666667
False,[18],637920,tr,30.059,2019-10-10,Miracle in Cell No. 7,8.3,4289,28000000.0,"['Lanistar Media', 'Motion Content Group', 'CJ Entertainment Turkey']",10000000.0,2019,10,1,Fall,0.35714285714285715
False,"[18, 10402]",10376,it,22.471,1998-10-28,The Legend of 1900,8.265,2161,21057208.0,"['Medusa Film', 'Sciarlò']",9000000.0,1998,10,2,Fall,0.4274070902467222
False,"[18, 53, 9648, 28]",670,ko,32.399,2003-11-21,Oldboy,8.263,8174,17500000.0,"['Show East', 'CJ Entertainment', 'Egg Film', 'Cineclick Asia']",3000000.0,2003,11,4,Fall,0.17142857142857143
False,"[12, 878, 28]",299534,en,92.032,2019-04-24,Avengers: Endgame,8.257,24633,2800000000.0,['Marvel Studios'],356000000.0,2019,4,3,Spring,0.12714285714285714
False,"[10751, 16, 18]",8587,en,113.099,1994-06-24,The Lion King,8.257,17546,763455561.0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",45000000.0,1994,6,3,Summer,0.05894252697702205
False,"[16, 28, 878, 18]",283566,ja,53.542,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.25,741,93882453.0,['khara'],29700000.0,2021,3,4,Spring,0.3163530462928999
False,"[12, 28, 878]",299536,en,174.705,2018-04-25,Avengers: Infinity War,8.248,28644,2052415039.0,['Marvel Studios'],300000000.0,2018,4,3,Spring,0.14616926610816947
False,"[16, 12, 14, 35, 28, 10751]",315162,en,184.929,2022-12-07,Puss in Boots: The Last Wish,8.243,7111,484700000.0,['DreamWorks Animation'],90000000.0,2022,12,6,Winter,0.18568186507117804
False,"[18, 36]",490132,en,59.445,2018-11-16,Green Book,8.241,11005,319700000.0,"['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Amblin Partners', 'Mandate International']",23000000.0,2018,11,2,Fall,0.07194244604316546
False,[18],265177,fr,25.584,2014-09-19,Mommy,8.238,2621,3494070.0,"['Metafilms', 'Sons of Manual']",4900000.0,2014,9,1,Fall,1.4023760256663433
False,"[28, 16, 12, 14, 53]",635302,ja,97.209,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.232,3645,503100000.0,"['ufotable', 'Aniplex', 'Shueisha', 'TOHO']",15800000.0,2020,10,5,Fall,0.031405287219240706
False,"[53, 18, 10749]",290098,ko,59.079,2016-06-01,The Handmaiden,8.229,3489,38600000.0,"['Moho Film', 'Yong Film Inc.', 'CJ Entertainment']",8575000.0,2016,6,3,Summer,0.22215025906735753
False,"[28, 18]",361743,en,152.387,2022-05-24,Top Gun: Maverick,8.226,8390,1488732821.0,"['Skydance Media', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",170000000.0,2022,5,2,Spring,0.1141910741820073
False,"[18, 53, 10752]",16869,en,86.079,2009-08-02,Inglourious Basterds,8.217,21440,321457747.0,"['The Weinstein Company', 'Universal Pictures', 'A Band Apart', 'Zehnte Babelsberg Film', 'Visiona Romantica', 'Peninsula Films']",70000000.0,2009,8,3,Summer,0.2177580122217431
False,"[28, 18, 12]",98,en,62.789,2000-05-04,Gladiator,8.216,17639,465361176.0,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']",103000000.0,2000,5,3,Spring,0.22133346164657278
False,"[27, 53]",694,en,59.501,1980-05-23,The Shining,8.215,16768,44781695.0,"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']",19000000.0,1980,5,2,Spring,0.4242805012181875
False,"[10751, 16, 10402, 12]",354912,en,130.218,2017-10-27,Coco,8.214,18634,800500000.0,"['Pixar', 'Walt Disney Pictures']",175000000.0,2017,10,4,Fall,0.21861336664584635
False,"[18, 9648, 80]",37257,en,25.786,1957-12-17,Witness for the Prosecution,8.213,1291,9000000.0,"['Edward Small Productions', 'United Artists']",3000000.0,1957,12,3,Winter,0.3333333333333333
False,"[18, 36, 10752]",857,en,70.297,1998-07-24,Saving Private Ryan,8.213,15152,481840909.0,"['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']",70000000.0,1998,7,3,Summer,0.1452761662459839
False,"[28, 878]",603,en,98.35,1999-03-31,The Matrix,8.213,24634,463517383.0,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']",63000000.0,1999,3,2,Spring,0.13591723268768974
False,"[18, 10749]",522924,en,37.316,2019-08-08,The Art of Racing in the Rain,8.211,1393,33800000.0,"['Original Film', 'Shifting Gears Productions', 'Fox 2000 Pictures', 'Starbucks Entertainment']",18000000.0,2019,8,2,Summer,0.5325443786982249
False,"[878, 80]",185,en,43.818,1971-12-19,A Clockwork Orange,8.207,12362,26589000.0,"['Warner Bros. Pictures', 'Hawk Films']",2200000.0,1971,12,2,Winter,0.08274098311331754
False,"[16, 10751, 12, 14]",441130,en,33.397,2020-10-26,Wolfwalkers,8.206,1093,1266570.0,"['Cartoon Saloon', 'Melusine Productions', 'Value&Power Culture Communications', 'Film Fund Luxembourg', 'Fís Éireann/Screen Ireland', 'Broadcasting Authority of Ireland', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Pôle Image Magelis', 'Folivari', 'GKIDS']",12000000.0,2020,10,4,Fall,9.47440725739596
False,"[35, 18, 10749]",284,en,36.596,1960-06-21,The Apartment,8.206,2133,25000000.0,"['The Mirisch Company', 'United Artists']",3000000.0,1960,6,3,Summer,0.12
False,"[18, 9648, 878]",1124,en,51.468,2006-10-19,The Prestige,8.204,15294,109676311.0,"['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']",40000000.0,2006,10,3,Fall,0.3647095679576604
False,"[12, 28, 878]",11,en,111.212,1977-05-25,Star Wars,8.204,19788,775398007.0,"['Lucasfilm Ltd.', '20th Century Fox']",11000000.0,1977,5,3,Spring,0.014186262926517942
False,[18],50014,en,48.814,2011-08-09,The Help,8.202,7808,216600000.0,"['DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Imagenation Abu Dhabi FZ', '1492 Pictures', 'Harbinger Pictures', 'Touchstone Pictures']",25000000.0,2011,8,1,Summer,0.11542012927054478
False,"[18, 53, 9648]",11324,en,73.124,2010-02-14,Shutter Island,8.202,23085,294800000.0,"['Paramount', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way']",80000000.0,2010,2,3,Winter,0.27137042062415195
False,[18],5156,it,35.27,1948-11-24,Bicycle Thieves,8.202,2245,436655.0,['Produzioni De Sica'],133000.0,1948,11,1,Fall,0.30458829052684616
False,"[18, 36, 10752]",324786,en,114.571,2016-10-07,Hacksaw Ridge,8.192,13143,175302354.0,"['Vendian Entertainment', 'Summit Entertainment', 'Cross Creek Pictures', 'IM Global', 'Screen Australia', 'Screen NSW', 'Permut Presentations', 'Pandemonium', 'Demarest Films', 'Bliss Media', 'Kylin Pictures', 'AI Film']",40000000.0,2016,10,3,Fall,0.228177198350685
False,"[18, 80, 53]",629,en,39.435,1995-07-19,The Usual Suspects,8.187,9947,23300000.0,"['Bad Hat Harry Productions', 'Blue Parrot Productions']",6000000.0,1995,7,3,Summer,0.2575107296137339
False,"[35, 18]",10098,en,18.743,1921-01-21,The Kid,8.185,1972,2500000.0,['Charles Chaplin Productions'],250000.0,1921,1,2,Winter,0.1
False,"[9648, 53]",77,en,39.49,2000-10-11,Memento,8.185,14225,40000000.0,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions', 'Newmarket Films']",9000000.0,2000,10,2,Fall,0.225
False,[35],620683,pt,7.097,2019-12-26,My Mom Is a Character 3,8.2,461,39273021.0,"['Migdal Filmes', 'Globo Filmes', 'Universal Pictures International', 'Paramount Pictures Brasil', 'Downtown Filmes', 'Paris Filmes', 'Telecine']",2000000.0,2019,12,1,Winter,0.050925545045286943
False,"[18, 37]",68718,en,71.489,2012-12-25,Django Unchained,8.177,25377,425368238.0,"['The Weinstein Company', 'Columbia Pictures']",100000000.0,2012,12,2,Winter,0.2350904253457683
False,"[9648, 10749, 53]",426,en,35.12,1958-05-28,Vertigo,8.168,5445,7797728.0,"['Paramount', 'Alfred J. Hitchcock Productions']",2479000.0,1958,5,3,Spring,0.31791311520483917
False,"[18, 53, 80]",1422,en,55.735,2006-10-04,The Departed,8.167,14273,291465000.0,"['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']",90000000.0,2006,10,3,Fall,0.3087849312953528
False,"[28, 80, 18]",111,en,86.447,1983-12-09,Scarface,8.167,11219,66023329.0,['Universal Pictures'],25000000.0,1983,12,3,Winter,0.37865403606049614
False,"[80, 53, 18]",475557,en,99.892,2019-10-01,Joker,8.164,24258,1074500000.0,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']",55000000.0,2019,10,3,Fall,0.051186598417868774
False,"[18, 10749]",289,en,31.84,1943-01-15,Casablanca,8.163,5144,10462500.0,['Warner Bros. Pictures'],878000.0,1943,1,2,Winter,0.08391875746714457
False,"[35, 10749]",872,en,29.111,1952-04-09,Singin' in the Rain,8.162,2971,7200000.0,['Metro-Goldwyn-Mayer'],2540800.0,1952,4,2,Spring,0.35288888888888886
False,"[80, 18]",103,en,73.367,1976-02-09,Taxi Driver,8.154,11616,28600000.0,"['Italo/Judeo Productions', 'Bill/Phillips', 'Columbia Pictures']",1900000.0,1976,2,2,Winter,0.06643356643356643
False,[18],517814,ar,25.732,2018-09-20,Capernaum,8.152,1602,64978931.0,"['Boo Pictures', 'Mooz Films', 'Cedrus Invest Bank', 'Clandestino Filmes', 'DFI', 'KNM Films', 'Les Films des Tournelles', 'Louverture Films', 'Open City Films', 'Sunnyland Film', 'The Bridge Production', 'Sony Pictures Classics', 'Wild Bunch']",4000000.0,2018,9,1,Fall,0.06155841498839062
False,"[10749, 18]",398818,en,46.685,2017-09-01,Call Me by Your Name,8.152,11651,43143046.0,"['La Cinéfacture', 'RT Features', 'Frenesy Film', ""Water's End Productions"", 'M.Y.R.A. Entertainment', 'CineFinance Italia']",4000000.0,2017,9,2,Fall,0.09271482593046397
False,[18],489,en,84.688,1997-12-05,Good Will Hunting,8.152,11690,225900000.0,"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",10000000.0,1997,12,1,Winter,0.04426737494466578
False,"[27, 878]",348,en,119.696,1979-05-25,Alien,8.149,13750,104931801.0,"['20th Century Fox', 'Brandywine Productions']",11000000.0,1979,5,2,Spring,0.10482999334015053
False,[18],666,pt,12.376,1998-11-20,Central Station,8.148,825,5596708.0,"['MACT Productions', 'Videofilms', 'Riofilm']",2900000.0,1998,11,1,Fall,0.5181617479418258
False,"[18, 10749]",531428,fr,35.227,2019-09-18,Portrait of a Lady on Fire,8.1,2365,9923127.0,"['Lilies Films', 'ARTE France Cinéma', 'Hold Up Films', 'CNC', 'La Région Île-de-France', 'Canal+', 'Ciné+', 'ARTE', 'MK2 Films']",5740000.0,2019,9,2,Fall,0.5784466932651371
False,[18],81481,ko,24.82,2011-09-22,Silenced,8.146,565,31500000.0,"['Sangeori Pictures', 'Fantagio', 'CJ Entertainment']",2200000.0,2011,9,1,Fall,0.06984126984126984
False,"[18, 10751]",406997,en,39.676,2017-11-13,Wonder,8.1,7619,305900000.0,"['Lionsgate', 'Participant', 'Walden Media', 'Mandeville Films']",20000000.0,2017,11,2,Fall,0.06538084341288003
False,"[35, 18]",37165,en,65.397,1998-06-04,The Truman Show,8.14,17520,264100000.0,"['Paramount', 'Scott Rudin Productions']",60000000.0,1998,6,2,Summer,0.22718667171525936
False,"[18, 878]",19,de,25.395,1927-02-06,Metropolis,8.138,2561,650422.0,['UFA'],1300000.0,1927,2,2,Winter,1.9987023809157747
False,"[16, 10751, 35, 14]",508442,en,63.408,2020-12-25,Soul,8.136,9948,121500000.0,"['Walt Disney Pictures', 'Pixar']",150000000.0,2020,12,4,Winter,1.2345679012345678
False,"[80, 18]",470044,en,26.443,2018-10-19,The Hate U Give,8.136,2044,34934009.0,['Temple Hill Entertainment'],23000000.0,2018,10,2,Fall,0.6583842123587934
False,"[18, 10752]",600,en,46.533,1987-06-26,Full Metal Jacket,8.134,10008,46357676.0,"['Natant', 'Stanley Kubrick Productions', 'Warner Bros. Pictures']",30000000.0,1987,6,2,Summer,0.6471420180770063
False,[18],600354,en,31.927,2020-12-23,The Father,8.132,2970,21029340.0,"['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder']",6000000.0,2020,12,1,Winter,0.28531565897931177
False,"[80, 53]",500,en,49.719,1992-09-02,Reservoir Dogs,8.128,13731,2859750.0,"['Live Entertainment', 'Dog Eat Dog Productions']",1200000.0,1992,9,2,Fall,0.4196170993968004
False,"[28, 12, 14, 53]",518068,ko,45.199,2018-08-01,Along with the Gods: The Last 49 Days,8.121,576,112790210.0,"['Lotte Entertainment', 'Dexter Studios', 'Realies Pictures', 'Union Investment Partners', 'Korean Film Council', 'Art Service', 'Alpha Pictures']",18300000.0,2018,8,4,Summer,0.16224812419446688
False,"[18, 9648, 53]",411088,es,48.92,2017-01-06,The Invisible Guest,8.122,4345,30000000.0,"['Think Studio', 'Nostromo Pictures', 'Colosé Producciones', 'ICEC', 'Movistar+', 'TV3', 'Atresmedia', 'Orange', 'Cosmopolitan TV']",4000000.0,2017,1,3,Winter,0.13333333333333333
False,"[35, 80]",100,en,22.01,1998-08-28,"Lock, Stock and Two Smoking Barrels",8.121,6274,28356188.0,"['Summit Entertainment', 'The Steve Tisch Company', 'SKA Films', 'PolyGram Filmed Entertainment', 'HandMade Films']",1350000.0,1998,8,2,Summer,0.04760865600129326
False,"[35, 10752]",935,en,37.346,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.12,5325,9500000.0,"['Columbia Pictures', 'Stanley Kubrick Productions', 'Hawk Films']",1800000.0,1964,1,2,Winter,0.18947368421052632
False,"[80, 53]",996,en,22.509,1944-07-06,Double Indemnity,8.118,1693,2500000.0,['Paramount'],927262.0,1944,7,2,Summer,0.3709048
False,"[18, 36]",872585,en,417.887,2023-07-19,Oppenheimer,8.112,7317,952000000.0,"['Syncopy', 'Universal Pictures', 'Atlas Entertainment']",100000000.0,2023,7,2,Summer,0.10504201680672269
False,"[18, 10749]",843,cn,34.077,2000-09-29,In the Mood for Love,8.111,2504,14204632.0,"['Block 2 Pictures', 'Jet Tone Films', 'Paradis Films', 'Fortissimo Films']",150000.0,2000,9,2,Fall,0.010559935660424008
False,"[28, 53, 878]",280,en,65.052,1991-07-03,Terminator 2: Judgment Day,8.111,12244,520000000.0,"['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment', 'Le Studio Canal+', 'TriStar Pictures']",102000000.0,1991,7,3,Summer,0.19615384615384615
False,"[10751, 14]",640344,it,9.325,2020-01-17,Me Against You: Mr. S's Vendetta,8.107,463,9500000.0,"['Warner Bros Pictures Italia', 'Me contro Te', 'Colorado Film']",75000.0,2020,1,2,Winter,0.007894736842105263
