adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/ak8vU6cI7Qx5H0cuz2e2w5BXXTJ.jpg,"[16, 10749, 10402]",1027014,en,Entergalactic,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,17.563,/cfXbwPWwlmMhC45asWxCWq3Utwa.jpg,2022-09-28,Entergalactic,False,7.616,331
False,/ttBydD0SynC0TMkW3AcnmsySkLp.jpg,"[10749, 14, 18, 35]",137,en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",32.448,/gCgt1WARPZaXnq523ySQEUKinCs.jpg,1993-02-11,Groundhog Day,False,7.609,7591
False,/uG1v9Hk1XKICd6IJChRR20mBh8i.jpg,"[16, 28, 12, 35, 10751]",431693,en,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",48.213,/30YacPAcxpNemhhwX0PVUl9pVA3.jpg,2019-12-04,Spies in Disguise,False,7.608,2658
False,/6L1Co3uRWuoaqDxpWvGDvgXms7T.jpg,[18],976,en,Sweet Smell of Success,"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disapproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.",16.236,/akzvV8JasNrgEl5iAP9K6zPHGJe.jpg,1957-07-04,Sweet Smell of Success,False,7.608,457
False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"[16, 35, 10751, 14]",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",120.456,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-10-13,Encanto,False,7.606,9066
False,/1RDto0tLo8Fhq7OcwgDaM7nECb7.jpg,"[80, 18, 36]",398978,en,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",54.08,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,2019-11-01,The Irishman,False,7.607,6468
False,/ugXEDHKGNUAp1ma4x7JOUCSmAXs.jpg,"[12, 16, 14, 10751]",309809,en,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",37.449,/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,2015-07-29,The Little Prince,False,7.606,2669
False,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,[37],642,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998.",29.093,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,1969-01-15,Butch Cassidy and the Sundance Kid,False,7.6,2072
False,/xiRjvpk7UhEqoKlzeCak56YkEmD.jpg,[18],265169,tr,Kış Uykusu,"Aydın, a hotel owner and a retired actor in rural Turkey navigates conflicts within the relationships with his wife, sister and existence.",13.912,/c4OKvnYOHlKdMvLh8DhoabtAwnR.jpg,2014-06-13,Winter Sleep,False,7.6,510
False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"[16, 10751]",38757,en,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",109.287,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,Tangled,False,7.605,10943
False,/aTKvtg7KEXnbAPhQ2pF9KXO4oKM.jpg,"[80, 18, 53]",1093,fr,Ascenseur pour l'échafaud,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",20.495,/dLbf8LtbLQFM7KUaVgwkfKIPqXu.jpg,1958-01-29,Elevator to the Gallows,False,7.605,553
False,/gkyYZSevVI6zbGrLDmSo9Im88Qv.jpg,"[35, 18]",10322,en,Being There,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",16.767,/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,1979-12-19,Being There,False,7.604,919
False,/5a7lMDn3nAj2ByO0X1fg6BhUphR.jpg,"[12, 28, 878]",333339,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",87.546,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,2018-03-28,Ready Player One,False,7.602,14932
False,/iTc8GzE4I4v9NLtEQ7ZaUvIj272.jpg,[53],284427,de,Who Am I - Kein System ist sicher,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",22.638,/oR3tbNzJMJmCKS5O5fanU9yxIOk.jpg,2014-09-25,Who Am I,False,7.602,1440
False,/tUJTaWlDbdC5kTov5zFVCWfCzGO.jpg,"[10749, 18, 10402]",417261,en,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.",50.676,/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg,2018-01-26,Forever My Girl,False,7.6,1156
False,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg,"[878, 53, 9648]",63,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",45.237,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,1995-12-29,Twelve Monkeys,False,7.601,7970
False,/w2rWEjAMYErpNfoK2Z0GFh1LFhN.jpg,"[80, 18, 53]",819,en,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,30.977,/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg,1996-10-18,Sleepers,False,7.6,3354
False,/iTyh3hqTUjiRqQo8Uz1w1KtQti9.jpg,"[18, 878, 9648]",329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",79.062,/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,2016-11-10,Arrival,False,7.599,17080
False,/1D1DUS7JfhpYwIEr5ZzFieLRfKo.jpg,"[37, 28]",11969,en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",51.348,/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg,1993-12-25,Tombstone,False,7.599,1984
False,/jqz8FwISQfyum47PUqgPTGtmiMk.jpg,[18],627725,en,The Banker,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",38.443,/biXzsw22U6vSd0XktmZwAOc4uik.jpg,2020-03-06,The Banker,False,7.6,848
False,/z8KsgBFtduX5bS1yVkjoGo4L7KJ.jpg,"[18, 35, 10752]",597922,en,The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",26.549,/ggf37TpcKaxwguhvtNn6MQpyqBn.jpg,2022-09-30,The Greatest Beer Run Ever,False,7.6,635
False,/gmCo8EaYhvHx2zRw70KcjhVA7wn.jpg,"[18, 10749]",228205,en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,36.483,/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg,2015-04-09,The Longest Ride,False,7.598,3022
False,/3gMtnO5vDznlKsUW7sU9EfRufIc.jpg,"[18, 10749]",14438,en,Fireproof,"A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",29.499,/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg,2008-09-26,Fireproof,False,7.598,684
False,/3OwaKVZf3A2NdnarqKbwzFEhKir.jpg,"[16, 14, 10751, 28, 12]",730840,en,Trollhunters: Rise of the Titans,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",33.923,/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,2021-07-21,Trollhunters: Rise of the Titans,False,7.597,303
False,/7hDdW3C17pi4MdSeYXs8bwIVA78.jpg,"[12, 14, 27]",244,en,King Kong,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",35.314,/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg,1933-03-15,King Kong,False,7.597,1383
False,/oQaVV7p916HO5MDI820zzs1pin9.jpg,"[10749, 18]",222935,en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",38.928,/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,2014-05-16,The Fault in Our Stars,False,7.596,10847
False,/qqr6IbCiyylEQLMzMBrSejRJJr1.jpg,"[18, 80]",17058,en,Scarlet Street,"Cashier and part-time starving artist Christopher Cross is absolutely smitten with the beautiful Kitty March. Kitty plays along, but she's really only interested in Johnny, a two-bit crook. When Kitty and Johnny find out that art dealers are interested in Chris's work, they con him into letting Kitty take credit for the paintings. Cross allows it because he is in love with Kitty, but his love will only let her get away with so much.",18.068,/eGEDor1BWSQGaLtOntPHUSqNzRC.jpg,1945-12-25,Scarlet Street,False,7.596,355
False,/c4L5nFbs72Cfe4Q4hF0T99USa1I.jpg,"[16, 878, 28, 18]",15137,ja,ヱヴァンゲリヲン新劇場版：序,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX’s famous 1996 anime series. The film was retitled “Evangelion: 1.01” for its DVD release and “Evangelion: 1.11” for a release with additional scenes.",53.427,/pETU4GurpeEjBOM8oytMH0yNBHx.jpg,2007-09-01,Evangelion: 1.0 You Are (Not) Alone,False,7.6,873
False,/reOdKBPXT9TpwyYnGGyKxG3jXe6.jpg,[18],306819,en,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",28.981,/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg,2015-11-27,The Danish Girl,False,7.595,5592
False,/mSCY3bmb3zV0eBfabUgjJPNLZ3p.jpg,"[12, 14, 18]",14784,en,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",20.392,/jUx4P4Q1VsQ07rLz7sOlSyNm4F3.jpg,2006-09-09,The Fall,False,7.595,1211
False,/yWs9QUP2kamsnfdV4cloxLM5RUw.jpg,"[80, 18, 9648]",3580,en,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",35.757,/iECXjFF8JkTnNJvik14WbPpc9s9.jpg,2008-10-24,Changeling,False,7.595,3985
False,/6K74rGGGjKGrblGTa7S9yRcUtnF.jpg,"[80, 18, 53]",586863,fr,Les Misérables,"Inspired by the 2005 riots in Paris, Stéphane, a recent transplant to the impoverished suburb of Montfermeil, joins the local anti-crime squad. Working alongside his unscrupulous colleagues Chris and Gwada, Stéphane struggles to maintain order amidst the mounting tensions between local gangs. When an arrest turns unexpectedly violent, the three officers must reckon with the aftermath and keep the neighborhood from spiraling out of control.",16.683,/pUc2ZaIxvPHROjT0Trd6tpSnTme.jpg,2019-11-14,Les Misérables,False,7.594,1441
False,/v0rI995IpYNZQaqlIYBmodP0f82.jpg,"[878, 18]",244267,en,I Origins,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,28.665,/2P31jhd1dWUAPD8dmnSrwkQ8CNN.jpg,2014-07-18,I Origins,False,7.594,3120
False,/sT7f721Zvb9Feo11sbhvkk2JLHi.jpg,"[18, 53, 9648]",54186,ja,告白,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,15.217,/xn98VCLMcF6TulxsKJq2EQ8WYL2.jpg,2010-06-04,Confessions,False,7.594,841
False,/xG17cf4kxvUUlUQLrALSoiyGc4A.jpg,[18],4481,fr,Manon des sources,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",25.591,/kPn2xu3lRWKadatsu3a8h8pIWxa.jpg,1986-11-19,Manon of the Spring,False,7.594,473
False,/UD0PBqGgXJOOqsNMOHeZ9Apjde.jpg,"[53, 27, 878]",1678,ja,ゴジラ,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",42.752,/ixfHV61iRM4Jkgw0uI5ICtNwfmX.jpg,1954-11-03,Godzilla,False,7.594,881
False,/urzflyf41uySpgciGHdQzpcaMOY.jpg,"[18, 35, 10402]",71,en,Billy Elliot,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",26.597,/nOr5diUZxphmAD3li9aiILyI28F.jpg,2000-09-28,Billy Elliot,False,7.594,3666
False,/fZBQOScjDT8TAipEyCkLVeDTu5c.jpg,"[35, 10402, 18]",707886,en,Feel the Beat,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",23.547,/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg,2020-06-19,Feel the Beat,False,7.593,1074
False,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,"[28, 12, 878]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",82.841,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-02,Thor: Ragnarok,False,7.593,20012
False,/lU0v9ULZJ9A5145nLGUF8ZNZnPj.jpg,[35],9377,en,Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",34.791,/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg,1986-06-11,Ferris Bueller's Day Off,False,7.593,4665
False,/y5piuei6sm2D8QI8CETZzboY1AZ.jpg,"[80, 10749, 53]",678,en,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",25.093,/xkP7PHExdCDzcBemGaiZCk6oCtZ.jpg,1947-11-25,Out of the Past,False,7.593,544
False,/wU9IuFbLUcxMmX7XNhoFcnFHYD.jpg,"[35, 18, 10749]",343,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,21.037,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,1971-12-20,Harold and Maude,False,7.593,1017
False,/vooRKLGVvFRFmx9swcMh26uYZSf.jpg,"[16, 10749, 35, 18, 14]",530079,ja,きみと、波にのれたら,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love.",36.319,/byoY2stdullEcVjlaWs1ENXyrDm.jpg,2019-06-21,Ride Your Wave,False,7.592,309
False,/fy8bBNQyKtRnznm3G3QWdu2wIC8.jpg,"[12, 28, 16, 35, 14]",347201,ja,BORUTO -NARUTO THE MOVIE-,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",42.083,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,2015-08-07,Boruto: Naruto the Movie,False,7.592,1351
False,/vDfbeUK3OhoeyQRlUODwfSy6tyE.jpg,"[18, 10752]",283587,en,Beasts of No Nation,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",23.351,/tQuKfCWtOHm8NmLIdqs9aOnpIr1.jpg,2015-09-11,Beasts of No Nation,False,7.592,1660
False,/35uGiE6AFbZBUCqcYGPANLuuoMn.jpg,[18],8327,es,La montaña sagrada,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,15.822,/nvwbOcV3jJExT090Bb2m7fNjzTN.jpg,1973-11-29,The Holy Mountain,False,7.6,845
False,/ccegwWa7I2vxxaoXrGB8Wl1g5nl.jpg,"[28, 12, 10752]",1654,en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",29.073,/iFpgjfE4gt7guOLvrqgZZoO4Rjk.jpg,1967-06-15,The Dirty Dozen,False,7.592,1129
False,/lGJxJQCiEeaoXAoQUvBcv6lRa7U.jpg,"[18, 53, 36]",820,en,JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,24.158,/r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg,1991-12-20,JFK,False,7.592,1975
False,/AjfboLPgxFmUBHJzXBl2S5KS53L.jpg,"[18, 10749]",899405,es,Anónima,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",10.582,/kQu9rNkiB0nSSRGQX0B6u9sxwfw.jpg,2021-12-10,Anonymously Yours,False,7.591,348
False,/nlCHUWjY9XWbuEUQauCBgnY8ymF.jpg,"[28, 12, 878]",76341,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",145.276,/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,2015-05-13,Mad Max: Fury Road,False,7.591,21480
False,/m9c23iVQk7oh6CwhiOjDYwLzniu.jpg,"[18, 27, 53]",31417,fr,Les Yeux sans visage,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",14.345,/8y7Z9Gvcq52uOlJlUWyn2epGGRd.jpg,1960-01-11,Eyes Without a Face,False,7.591,659
False,/yczIQ3ozeobhQMNKGlJfSZsH7V2.jpg,"[10749, 18, 10751]",14624,en,The Ultimate Gift,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",36.126,/8BdVk1u110lwHFELTEO9HrPrIDa.jpg,2007-03-09,The Ultimate Gift,False,7.591,412
False,/fy8bBNQyKtRnznm3G3QWdu2wIC8.jpg,"[12, 28, 16, 35, 14]",347201,ja,BORUTO -NARUTO THE MOVIE-,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",42.083,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,2015-08-07,Boruto: Naruto the Movie,False,7.592,1351
False,/qYx2AB7J3JsHA3xPfSMdLHRwDnc.jpg,"[18, 80]",4982,en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",58.89,/sX9idXDqRUxE5ffww3n3RV5gL55.jpg,2007-11-02,American Gangster,False,7.589,5138
False,/7en9qwF88VfxPXsN6azHmUxRBNy.jpg,"[80, 18]",21575,fr,Un prophète,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",17.26,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,2009-08-26,A Prophet,False,7.588,1436
False,/mYnU5LqkCjWJLGSp9Oabbdq1GlI.jpg,"[10752, 28, 18]",9289,en,The Longest Day,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",29.379,/5zmvEofdIlgXrQl9A7e5IOzlnFU.jpg,1962-09-25,The Longest Day,False,7.588,879
False,/mTufDWFNNtm4hJzRQi5cxsO5Ar4.jpg,[18],72213,en,Courageous,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",26.185,/hVRkbZRCoHtnfi0V9GFZ3uXjCNp.jpg,2011-09-30,Courageous,False,7.6,339
False,/1dSopaBgvxYinmhaCOsLoZSeWD3.jpg,"[18, 10749]",1628,fr,Jules et Jim,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim and both men fall for the impulsive and beautiful Catherine.",18.329,/kuFjZlcZhQFDtIjuI3GQJjsQG03.jpg,1962-01-23,Jules and Jim,False,7.6,903
False,/1fMD4KvZ4cR04aQo6hH6R5NdIH8.jpg,"[9648, 80, 10749, 53, 18]",910,en,The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",22.277,/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,1946-08-23,The Big Sleep,False,7.586,969
False,/efy2NsyMUEDOnZW0hHA8VrCNsoU.jpg,"[53, 9648, 18]",489999,en,Searching,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",25.77,/pk9R56ZFlofbBzfwBnHlDyg5DMs.jpg,2018-08-24,Searching,False,7.585,3692
False,/dPJ6Phs6crwoVXiLHntQk2lHz2T.jpg,"[18, 28, 53, 80]",21191,es,Sin nombre,"Sayra, a Honduran teen, hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father, who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers who have boarded the same American-bound train.",18.026,/wncX4fshBUDvB2CaW3AYG7i3nUd.jpg,2009-03-20,Sin Nombre,False,7.585,643
False,/dgMdsBbGXp9h6sLsfqsM3texzym.jpg,"[18, 14, 10749]",4922,en,The Curious Case of Benjamin Button,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",57.171,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,2008-12-25,The Curious Case of Benjamin Button,False,7.585,12268
False,/z354BaTVzKj7E60WLzDoSmUuO4u.jpg,"[18, 28, 10752]",616,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",62.985,/uolYbaXaY1VV0G7vJuYHMBV9yJ.jpg,2003-12-05,The Last Samurai,False,7.584,6542
False,/7DlBcw1zBhr1cHGJzB9i0n1V3i6.jpg,"[18, 10749]",18329,cn,春光乍洩,A gay couple from Hong Kong takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,20.777,/kO4KjUkQOfWSBw06Bdl7m6AlEP7.jpg,1997-05-30,Happy Together,False,7.583,633
